time_betw_scan_hours,CA,YM,2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,40/25 mM glu/lac lav O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2,50 mM Mannose,35 mM Glycolsyre,2 mM PAM,Class
0.073,0.920,0.420,0.311,0.299,0.705,0.608,0.893,0.101,0.454,0.396,0.788,0.541,0.000
0.143,0.920,0.840,0.274,0.542,0.722,0.693,0.114,0.384,0.598,0.811,0.780,0.581,0.000
0.203,0.618,0.840,0.165,0.589,0.830,0.810,0.173,0.374,0.649,0.597,0.356,0.622,0.000
0.043,0.920,0.000,0.264,0.308,0.833,0.757,0.808,0.071,0.534,0.264,0.909,0.662,0.000
0.095,0.920,0.000,0.236,0.383,0.881,0.916,0.726,0.051,0.777,0.480,0.614,0.419,0.000
0.060,0.920,0.840,0.283,0.327,0.507,0.389,0.342,0.374,0.353,0.715,0.803,0.568,0.000
0.062,0.273,0.420,0.368,0.364,0.628,0.540,0.290,0.414,0.450,0.353,0.856,0.622,0.000
0.003,0.920,0.840,0.292,0.439,0.686,0.685,0.121,0.465,0.646,0.428,0.909,0.581,0.000
0.165,0.920,0.672,0.264,0.449,0.839,0.793,0.217,0.369,0.598,0.908,0.341,0.338,0.000
0.007,0.920,0.840,0.335,0.383,0.604,0.605,0.174,0.540,0.625,0.299,0.886,0.662,0.000
0.127,0.920,0.840,0.415,0.766,0.595,0.567,0.219,0.374,0.562,0.399,0.871,0.662,0.000
0.070,0.920,0.840,0.316,0.850,0.797,0.840,0.073,0.217,0.769,0.490,0.886,0.608,0.000
0.083,0.920,0.840,0.292,0.411,0.664,0.568,0.238,0.389,0.444,0.639,0.894,0.554,0.000
0.088,0.920,0.840,0.042,0.701,0.787,0.851,0.061,0.439,0.809,0.383,0.477,0.149,0.000
0.152,0.583,0.420,0.307,0.393,0.667,0.552,0.795,0.197,0.406,0.855,0.886,0.676,0.000
0.141,0.665,0.420,0.302,0.327,0.445,0.398,0.279,0.232,0.479,0.600,0.795,0.527,0.000
0.061,0.672,0.840,0.307,0.467,0.706,0.732,0.170,0.399,0.706,0.444,0.902,0.622,0.000
0.195,0.634,0.840,0.311,0.327,0.453,0.399,0.306,0.268,0.469,0.196,0.955,0.676,0.000
0.013,0.273,0.000,0.292,0.411,0.831,0.790,0.724,0.116,0.606,0.442,0.939,0.676,0.000
0.140,0.920,0.840,0.090,0.682,0.808,0.859,0.066,0.354,0.788,0.330,0.705,0.500,0.000
0.082,0.920,0.420,0.231,0.299,0.816,0.858,0.809,0.086,0.772,0.575,0.689,0.486,0.000
0.086,0.920,0.420,0.255,0.383,0.830,0.810,0.749,0.081,0.649,0.356,0.720,0.608,0.000
0.072,0.682,0.840,0.255,0.355,0.592,0.439,0.730,0.434,0.306,0.468,0.886,0.622,0.000
0.027,0.649,0.840,0.354,0.336,0.306,0.179,0.154,0.414,0.274,0.618,0.485,0.595,0.000
0.027,0.860,0.840,0.321,0.299,0.412,0.306,0.505,0.485,0.348,0.682,0.773,0.622,0.000
0.048,0.920,0.420,0.316,0.383,0.679,0.582,0.226,0.389,0.446,0.605,0.773,0.351,0.000
0.060,0.920,0.434,0.269,0.374,0.822,0.798,0.861,0.051,0.638,0.097,0.864,0.676,0.000
0.135,0.920,0.840,0.255,0.561,0.856,0.894,0.063,0.141,0.775,0.323,0.705,0.365,0.000
0.298,0.729,0.707,0.358,0.402,0.641,0.602,0.301,0.434,0.553,0.831,0.765,0.541,0.000
0.004,0.273,0.840,0.250,0.888,0.815,0.878,0.088,0.071,0.814,0.540,0.803,0.500,0.000
0.072,0.794,0.840,0.269,0.636,0.831,0.872,0.076,0.136,0.773,0.365,0.886,0.608,0.000
0.086,0.920,0.840,0.278,0.393,0.714,0.745,0.083,0.354,0.719,0.465,0.682,0.554,0.000
0.193,0.920,0.516,0.193,0.430,0.819,0.885,0.237,0.131,0.822,0.445,0.439,0.365,0.000
0.083,0.571,0.420,0.387,0.262,0.399,0.359,0.349,0.318,0.480,0.517,0.856,0.662,0.000
0.171,0.920,0.840,0.278,0.589,0.799,0.830,0.117,0.480,0.744,0.562,0.598,0.554,0.000
0.085,0.707,0.840,0.250,0.561,0.693,0.594,0.107,0.455,0.447,0.958,0.750,0.554,0.000
0.061,0.920,0.420,0.255,0.645,0.826,0.876,0.081,0.157,0.791,0.818,0.712,0.622,0.000
0.018,0.639,0.840,0.231,0.673,0.853,0.892,0.064,0.192,0.775,0.492,0.379,0.189,0.000
0.061,0.920,0.420,0.274,0.514,0.812,0.723,0.158,0.460,0.500,0.847,0.227,0.595,0.000
0.125,0.920,0.420,0.330,0.327,0.636,0.646,0.708,0.146,0.654,0.257,0.667,0.649,0.000
0.141,0.920,0.840,0.255,0.449,0.691,0.703,0.185,0.414,0.674,0.664,0.795,0.595,0.000
0.073,0.273,0.840,0.203,0.626,0.839,0.908,0.083,0.177,0.833,0.272,0.758,0.419,0.000
0.057,0.920,0.420,0.226,0.308,0.656,0.611,0.264,0.374,0.546,0.525,0.515,0.608,0.000
0.002,0.920,0.840,0.118,0.093,0.329,0.426,0.231,0.551,0.742,0.104,0.947,0.635,0.000
0.002,0.920,0.820,0.137,0.131,0.412,0.501,0.276,0.374,0.750,0.133,0.955,0.595,0.000
0.086,0.273,0.840,0.307,0.243,0.479,0.502,0.411,0.167,0.634,0.401,0.712,0.635,0.000
0.285,0.920,0.840,0.259,0.393,0.688,0.669,0.335,0.364,0.610,0.522,0.886,0.689,0.000
0.077,0.273,0.840,0.274,0.411,0.742,0.688,0.067,0.500,0.552,0.544,0.318,0.514,0.000
0.198,0.920,0.631,0.292,0.346,0.409,0.350,0.347,0.354,0.444,0.620,0.492,0.662,0.000
0.070,0.920,0.840,0.269,0.486,0.541,0.390,0.247,0.525,0.295,0.732,0.848,0.622,0.000
0.010,0.733,0.840,0.321,0.458,0.586,0.493,0.214,0.828,0.427,0.485,0.712,0.608,0.000
0.078,0.920,0.840,0.288,0.701,0.915,0.930,0.075,0.182,0.745,0.133,0.682,0.527,0.000
0.006,0.920,0.840,0.146,0.523,0.856,0.900,0.076,0.283,0.786,0.172,0.295,0.446,0.000
0.300,0.620,0.840,0.278,0.421,0.629,0.589,0.172,0.485,0.549,0.379,0.144,0.365,0.000
0.534,0.273,0.840,0.259,0.664,0.768,0.849,0.059,0.152,0.838,0.473,0.856,0.676,0.000
0.003,0.639,0.840,0.321,0.355,0.623,0.477,0.795,0.667,0.329,0.755,0.432,0.500,0.000
0.210,0.656,0.840,0.302,0.514,0.720,0.724,0.199,0.429,0.666,0.791,0.735,0.595,0.000
0.078,0.660,0.853,0.283,0.449,0.284,0.146,0.325,0.813,0.245,0.926,0.689,0.770,0.000
0.079,0.273,0.840,0.259,0.421,0.845,0.848,0.167,0.379,0.700,0.710,0.697,0.689,0.000
0.074,0.920,0.840,0.028,0.748,0.861,0.916,0.056,0.278,0.811,0.323,0.477,0.500,0.000
0.088,0.920,0.743,0.288,0.467,0.638,0.629,0.226,0.434,0.615,0.654,0.568,0.473,0.000
0.250,0.920,0.420,0.255,0.430,0.789,0.799,0.949,0.116,0.698,0.296,0.871,0.635,0.000
0.122,0.920,0.420,0.222,0.318,0.423,0.371,0.292,0.096,0.464,0.384,0.538,0.351,0.000
0.128,0.273,0.840,0.156,0.692,0.730,0.793,0.040,0.247,0.789,0.281,0.424,0.554,0.000
0.074,0.273,0.560,0.302,0.280,0.454,0.324,0.456,0.197,0.311,0.587,0.886,0.635,0.000
0.220,0.273,0.420,0.156,0.355,0.787,0.775,0.090,0.419,0.652,0.469,0.242,0.324,0.000
0.044,0.273,0.840,0.354,0.336,0.455,0.344,0.344,0.268,0.352,0.069,0.614,0.568,0.000
0.001,0.920,0.000,0.429,0.206,0.425,0.301,0.624,0.409,0.316,0.608,0.765,0.649,0.000
0.429,0.273,0.840,0.297,0.421,0.675,0.671,0.060,0.636,0.635,0.901,0.833,0.689,0.000
0.031,0.920,0.420,0.255,0.439,0.784,0.761,0.076,0.379,0.628,0.936,0.515,0.486,0.000
0.122,0.920,0.420,0.292,0.318,0.717,0.669,0.729,0.167,0.558,0.416,0.598,0.622,0.000
0.014,0.920,0.554,0.151,0.234,0.473,0.510,0.285,0.318,0.661,0.295,0.773,0.608,0.000
0.070,0.920,0.840,0.307,0.383,0.727,0.707,0.160,0.409,0.618,0.507,0.242,0.581,0.000
0.147,0.273,0.840,0.264,0.495,0.712,0.767,0.079,0.258,0.769,0.439,0.591,0.446,0.000
0.008,0.920,0.470,0.368,0.243,0.368,0.289,0.774,0.268,0.392,0.242,0.864,0.635,0.000
0.087,0.920,0.420,0.434,0.280,0.537,0.394,0.794,0.328,0.311,0.619,0.530,0.473,0.000
0.048,0.915,0.840,0.443,0.262,0.113,0.023,0.372,0.753,0.293,0.712,0.583,0.622,0.000
0.441,0.633,0.840,0.170,0.271,0.429,0.543,0.416,0.308,0.804,0.313,0.924,0.351,0.000
0.074,0.920,0.840,0.231,0.645,0.776,0.845,0.065,0.187,0.817,0.341,0.417,0.243,0.000
0.072,0.920,0.840,0.245,0.411,0.739,0.639,0.358,0.389,0.457,0.664,0.553,0.486,0.000
0.285,0.712,0.840,0.302,0.449,0.701,0.683,0.229,0.495,0.615,0.462,0.886,0.649,0.000
0.144,0.544,0.420,0.363,0.299,0.597,0.422,0.432,0.535,0.262,0.525,0.515,0.635,0.000
0.005,0.920,0.840,0.274,0.467,0.641,0.653,0.202,0.379,0.659,0.491,0.841,0.649,0.000
0.094,0.920,0.840,0.245,0.953,0.841,0.899,0.046,0.187,0.812,0.331,0.750,0.568,0.000
0.062,0.920,0.420,0.344,0.299,0.257,0.124,0.681,0.253,0.247,0.175,0.924,0.676,0.000
0.146,0.273,0.840,0.358,0.374,0.395,0.338,0.529,0.263,0.446,0.301,0.788,0.595,0.000
0.161,0.273,0.840,0.241,0.785,0.814,0.873,0.082,0.146,0.807,0.375,0.727,0.622,0.000
0.092,0.629,0.840,0.283,0.299,0.716,0.596,0.760,0.157,0.410,0.566,0.864,0.662,0.000
0.053,0.665,0.740,0.325,0.561,0.657,0.615,0.313,0.439,0.552,0.573,0.818,0.595,0.000
0.046,0.539,0.420,0.269,0.514,0.826,0.828,0.789,0.172,0.692,0.466,0.871,0.649,0.000
0.322,0.273,0.420,0.255,0.280,0.454,0.340,0.470,0.308,0.344,0.584,0.379,0.622,0.000
0.447,0.553,0.840,0.146,0.439,0.585,0.532,0.086,0.424,0.509,0.676,0.485,0.676,0.000
0.071,0.613,0.394,0.302,0.252,0.608,0.472,0.790,0.273,0.344,0.607,0.811,0.622,0.000
0.052,0.920,0.840,0.274,0.318,0.616,0.528,0.229,0.460,0.446,0.616,0.750,0.486,0.000
0.152,0.920,0.840,0.373,0.318,0.313,0.208,0.431,0.232,0.321,0.650,0.932,0.676,0.000
0.220,0.610,0.420,0.170,0.439,0.810,0.873,0.083,0.131,0.812,0.434,0.636,0.500,0.000
0.477,0.547,0.450,0.335,0.336,0.382,0.383,0.281,0.126,0.559,0.763,0.636,0.392,0.000
0.228,0.920,0.840,0.434,0.262,0.438,0.269,0.270,0.182,0.228,0.861,0.742,0.608,0.000
0.124,0.920,0.840,0.458,0.393,0.519,0.456,0.157,0.657,0.469,0.818,0.773,0.662,0.000
0.158,0.273,0.000,0.340,0.290,0.689,0.584,0.703,0.146,0.433,0.311,0.909,0.743,0.000
0.283,0.920,0.840,0.297,0.701,0.857,0.905,0.073,0.192,0.796,0.440,0.742,0.514,0.000
0.002,0.920,0.840,0.241,0.374,0.592,0.530,0.185,0.510,0.491,0.937,0.833,0.649,0.000
0.054,0.920,0.538,0.278,0.355,0.557,0.500,0.272,0.434,0.493,0.855,0.864,0.622,0.000
0.241,0.920,0.420,0.354,0.458,0.420,0.390,0.084,0.904,0.508,0.741,0.576,0.527,0.000
0.091,0.920,0.420,0.241,0.664,0.779,0.799,0.067,0.237,0.714,0.567,0.826,0.486,0.000
0.289,0.623,0.420,0.340,0.280,0.515,0.443,0.501,0.399,0.449,0.677,0.705,0.622,0.000
0.086,0.273,0.795,0.175,0.383,0.686,0.657,0.123,0.566,0.587,0.527,0.568,0.581,0.000
0.170,0.920,0.000,0.410,0.299,0.539,0.536,0.791,0.051,0.598,0.520,0.811,0.676,0.000
0.321,0.587,0.000,0.288,0.336,0.800,0.745,0.713,0.086,0.567,0.709,0.932,0.703,0.000
0.173,0.920,0.840,0.198,0.561,0.827,0.866,0.083,0.232,0.770,0.516,0.735,0.622,0.000
0.007,0.920,0.571,0.325,0.224,0.481,0.371,0.273,0.460,0.361,0.572,0.871,0.608,0.000
0.210,0.920,0.840,0.264,0.393,0.688,0.522,0.321,0.384,0.308,0.775,0.811,0.622,0.000
0.001,0.920,0.420,0.278,0.430,0.891,0.940,0.827,0.081,0.808,0.559,0.932,0.662,0.000
0.170,0.920,0.000,0.264,0.346,0.869,0.879,0.854,0.071,0.721,0.094,0.765,0.649,0.000
0.208,0.920,0.420,0.269,0.449,0.664,0.567,0.458,0.394,0.443,0.789,0.841,0.581,0.000
0.076,0.700,0.840,0.269,0.449,0.660,0.581,0.325,0.470,0.478,0.740,0.682,0.622,0.000
0.003,0.594,0.840,0.165,0.449,0.817,0.833,0.233,0.384,0.719,0.815,0.394,0.595,0.000
0.129,0.273,0.420,0.231,0.411,0.608,0.504,0.500,0.475,0.411,0.836,0.477,0.554,0.000
0.061,0.920,0.840,0.222,0.579,0.784,0.814,0.051,0.333,0.737,0.577,0.765,0.500,0.000
0.107,0.778,0.420,0.321,0.299,0.589,0.482,0.429,0.404,0.400,0.668,0.871,0.635,0.000
0.073,0.920,0.420,0.349,0.355,0.557,0.566,0.332,0.379,0.627,0.298,0.848,0.649,0.000
0.074,0.920,0.840,0.335,0.402,0.600,0.599,0.252,0.364,0.619,0.325,0.833,0.662,0.000
0.221,0.630,0.840,0.212,0.495,0.681,0.701,0.156,0.460,0.685,0.423,0.765,0.527,0.000
0.144,0.920,0.840,0.231,0.561,0.693,0.776,0.070,0.177,0.818,0.152,0.932,0.703,0.000
0.047,0.920,0.840,0.302,0.467,0.667,0.612,0.261,0.394,0.529,0.433,0.462,0.216,0.000
0.076,0.920,0.840,0.354,0.336,0.585,0.535,0.323,0.439,0.515,0.810,0.591,0.338,0.000
0.153,0.764,0.840,0.245,0.636,0.799,0.860,0.071,0.136,0.804,0.376,0.826,0.608,0.000
0.073,0.920,0.840,0.212,0.832,0.818,0.883,0.064,0.202,0.819,0.319,0.773,0.500,0.000
0.082,0.920,0.840,0.354,0.421,0.569,0.468,0.282,0.591,0.406,0.447,0.614,0.378,0.000
0.146,0.920,0.840,0.255,0.449,0.763,0.672,0.332,0.369,0.484,0.327,0.644,0.500,0.000
0.084,0.273,0.420,0.250,0.505,0.882,0.781,0.909,0.096,0.498,0.160,0.871,0.581,0.000
0.163,0.273,0.420,0.292,0.421,0.490,0.451,0.506,0.258,0.510,0.649,0.909,0.622,0.000
0.081,0.273,0.420,0.321,0.243,0.502,0.285,0.529,0.187,0.149,0.609,0.712,0.676,0.000
0.084,0.273,0.959,0.401,0.215,0.327,0.265,0.337,0.308,0.414,0.454,0.841,0.649,0.000
0.081,0.920,0.420,0.217,0.561,0.833,0.878,0.070,0.066,0.781,0.344,0.795,0.608,0.000
0.076,0.273,0.840,0.231,0.542,0.664,0.681,0.054,0.172,0.675,0.547,0.409,0.432,0.000
0.221,0.498,0.420,0.335,0.383,0.448,0.466,0.363,0.066,0.613,0.655,0.856,0.649,0.000
0.011,0.273,0.840,0.302,0.636,0.815,0.811,0.068,0.343,0.677,0.889,0.826,0.568,0.000
0.232,0.920,0.420,0.387,0.224,0.329,0.203,0.309,0.253,0.284,0.515,0.553,0.595,0.000
0.086,0.716,0.420,0.222,0.514,0.751,0.773,0.053,0.268,0.712,0.767,0.583,0.514,0.000
0.073,0.920,0.840,0.123,0.224,0.296,0.425,0.422,0.232,0.796,0.504,0.598,0.541,0.000
0.014,0.920,0.840,0.123,0.215,0.537,0.439,0.195,0.692,0.403,0.268,0.303,0.446,0.000
0.040,0.920,0.840,0.311,0.393,0.487,0.434,0.188,0.551,0.479,0.694,0.083,0.514,0.000
0.166,0.273,0.840,0.222,0.617,0.828,0.877,0.081,0.288,0.791,0.252,0.652,0.622,0.000
0.045,0.920,0.840,0.226,0.486,0.886,0.902,0.192,0.364,0.738,0.548,0.356,0.446,0.000
0.075,0.920,0.840,0.354,0.299,0.321,0.162,0.446,0.247,0.213,0.472,0.788,0.595,0.000
0.058,0.920,0.840,0.184,0.495,0.607,0.582,0.183,0.672,0.572,0.602,0.561,0.473,0.000
0.058,0.920,0.840,0.330,0.364,0.675,0.610,0.166,0.369,0.512,0.819,0.788,0.595,0.000
0.127,0.920,0.840,0.297,0.953,0.758,0.798,0.078,0.465,0.750,0.261,0.811,0.622,0.000
0.072,0.920,0.840,0.297,0.430,0.696,0.736,0.121,0.525,0.733,0.694,0.341,0.041,0.000
0.010,0.920,0.840,0.226,0.598,0.829,0.890,0.074,0.162,0.814,0.667,0.606,0.608,0.000
0.155,0.920,0.840,0.250,0.617,0.781,0.826,0.098,0.374,0.769,0.573,0.932,0.662,0.000
0.013,0.920,0.840,0.113,0.570,0.810,0.820,0.068,0.227,0.705,0.478,0.326,0.000,0.000
0.079,0.920,0.840,0.458,0.374,0.468,0.364,0.230,0.424,0.369,0.856,0.955,0.703,0.000
0.135,0.561,0.840,0.358,0.477,0.538,0.510,0.157,0.500,0.546,0.803,0.545,0.554,0.000
0.721,0.920,0.840,0.283,0.393,0.403,0.318,0.378,0.258,0.390,0.570,0.924,0.662,0.000
0.439,0.920,0.840,0.184,0.346,0.479,0.547,0.347,0.414,0.725,0.252,0.917,0.662,0.000
0.074,0.623,0.840,0.245,0.729,0.768,0.839,0.076,0.162,0.817,0.483,0.470,0.324,0.000
0.009,0.660,0.840,0.316,0.430,0.624,0.671,0.126,0.606,0.725,0.462,0.932,0.662,0.000
0.002,0.610,0.780,0.146,0.477,0.814,0.858,0.064,0.298,0.775,0.596,0.735,0.581,0.000
0.273,0.632,0.840,0.259,0.879,0.816,0.833,0.175,0.227,0.721,0.480,0.924,0.662,0.000
0.039,0.641,0.437,0.264,0.495,0.805,0.846,0.754,0.101,0.766,0.374,0.909,0.635,0.000
0.166,0.273,0.420,0.222,0.393,0.863,0.866,0.748,0.051,0.705,0.537,0.848,0.608,0.000
0.133,0.958,0.420,0.264,0.458,0.698,0.749,0.735,0.182,0.756,0.498,0.886,0.649,0.000
0.092,0.920,0.420,0.259,0.467,0.858,0.874,0.724,0.076,0.731,0.368,0.780,0.635,0.000
0.087,0.920,0.840,0.283,0.523,0.638,0.579,0.113,0.399,0.513,0.559,0.697,0.635,0.000
0.107,0.920,0.840,0.358,0.449,0.608,0.549,0.186,0.444,0.505,0.725,0.530,0.392,0.000
0.113,0.920,0.420,0.278,0.383,0.674,0.421,0.428,0.258,0.124,0.616,0.727,0.635,0.000
0.157,0.920,0.840,0.255,0.430,0.646,0.655,0.143,0.404,0.654,0.383,0.288,0.311,0.000
0.073,0.273,0.840,0.222,0.720,0.837,0.874,0.069,0.172,0.769,0.262,0.939,0.608,0.000
0.077,0.273,0.420,0.292,0.551,0.837,0.884,0.066,0.111,0.788,0.258,0.879,0.784,0.000
0.140,0.273,0.000,0.288,0.430,0.848,0.889,0.750,0.035,0.780,0.774,0.924,0.689,0.000
0.389,0.920,0.420,0.146,0.131,0.340,0.398,0.467,0.283,0.666,0.136,0.970,0.635,0.000
0.001,0.570,0.840,0.236,0.598,0.752,0.780,0.045,0.308,0.725,0.332,0.765,0.595,0.000
0.025,0.920,0.420,0.283,0.374,0.646,0.590,0.149,0.444,0.521,0.823,0.659,0.568,0.000
0.170,0.722,0.840,0.420,0.383,0.427,0.299,0.167,0.672,0.309,0.869,0.038,0.581,0.000
0.042,0.920,0.840,0.288,0.402,0.724,0.614,0.249,0.495,0.433,0.540,0.591,0.419,0.000
0.096,0.920,0.840,0.288,0.449,0.735,0.719,0.231,0.374,0.628,0.397,0.818,0.622,0.000
0.007,0.704,0.840,0.486,0.355,0.165,0.100,0.458,0.263,0.361,0.066,0.871,0.689,0.000
0.085,0.810,0.420,0.283,0.336,0.859,0.832,0.942,0.051,0.642,0.411,0.902,0.635,0.000
0.123,0.584,0.000,0.349,0.299,0.589,0.506,0.777,0.202,0.450,0.368,0.841,0.973,0.000
0.144,0.920,0.840,0.307,0.411,0.454,0.430,0.233,0.333,0.530,0.134,0.720,0.554,0.000
0.070,0.920,0.840,0.325,0.262,0.417,0.224,0.314,0.364,0.172,0.616,0.879,0.635,0.000
0.109,0.920,0.853,0.387,0.290,0.270,0.142,0.522,0.354,0.263,0.442,0.871,0.689,0.000
0.074,0.564,0.840,0.307,0.299,0.659,0.605,0.167,0.444,0.528,0.731,0.205,0.176,0.000
0.017,0.920,0.840,0.358,0.318,0.343,0.253,0.481,0.343,0.361,0.332,0.848,0.662,0.000
0.067,0.920,0.840,0.278,0.364,0.531,0.465,0.185,0.485,0.466,0.572,0.682,0.514,0.000
0.004,0.920,0.840,0.292,0.411,0.490,0.386,0.316,0.369,0.376,0.601,0.780,0.581,0.000
0.091,0.497,0.840,0.278,0.692,0.811,0.855,0.055,0.348,0.774,0.208,0.545,0.635,0.000
0.512,0.699,0.840,0.236,0.542,0.646,0.684,0.167,0.485,0.714,0.275,0.750,0.608,0.000
0.058,0.537,0.453,0.264,0.374,0.828,0.827,0.886,0.051,0.687,0.194,0.902,0.635,0.000
0.074,0.273,0.840,0.236,0.636,0.788,0.842,0.051,0.293,0.787,0.434,0.538,0.568,0.000
0.351,0.920,0.373,0.179,0.262,0.372,0.515,0.385,0.076,0.848,0.490,0.856,0.581,0.000
0.193,0.920,0.840,0.184,0.336,0.674,0.768,0.294,0.197,0.836,0.439,0.341,0.365,0.000
0.121,0.273,0.420,0.354,0.336,0.776,0.717,0.693,0.101,0.554,0.448,0.917,0.662,0.000
0.002,0.920,0.840,0.236,0.561,0.775,0.795,0.077,0.263,0.714,0.421,0.788,0.568,0.000
0.002,0.920,0.840,0.217,0.654,0.801,0.831,0.071,0.152,0.744,0.525,0.841,0.581,0.000
0.045,0.273,0.420,0.255,0.196,0.616,0.370,0.622,0.101,0.123,0.368,0.856,0.676,0.000
0.060,0.273,0.420,0.269,0.533,0.772,0.751,0.083,0.308,0.630,0.902,0.682,0.446,0.000
0.071,0.712,0.420,0.340,0.467,0.689,0.594,0.235,0.465,0.454,0.919,0.530,0.622,0.000
0.087,0.920,0.420,0.311,0.449,0.798,0.793,0.371,0.192,0.670,0.279,0.280,0.203,0.000
0.057,0.920,0.840,0.269,0.664,0.800,0.842,0.145,0.369,0.766,0.375,0.735,0.459,0.000
0.061,0.920,0.840,0.283,0.523,0.884,0.882,0.182,0.434,0.700,0.610,0.833,0.622,0.000
0.076,0.920,0.420,0.283,0.336,0.824,0.756,0.873,0.091,0.549,0.526,0.803,0.676,0.000
0.296,0.920,0.840,0.269,0.421,0.722,0.709,0.159,0.394,0.631,0.567,0.545,0.378,0.000
0.215,0.920,0.840,0.137,0.598,0.812,0.874,0.073,0.374,0.811,0.542,0.667,0.284,0.000
0.083,0.920,0.840,0.288,0.439,0.756,0.720,0.144,0.394,0.593,0.562,0.402,0.459,0.000
0.004,0.920,0.840,0.255,0.542,0.743,0.781,0.126,0.470,0.742,0.475,0.795,0.635,0.000
0.055,0.920,0.840,0.123,0.430,0.783,0.789,0.164,0.379,0.687,0.616,0.583,0.297,0.000
0.053,0.920,0.840,0.189,0.411,0.708,0.664,0.329,0.460,0.564,0.794,0.576,0.486,0.000
0.069,0.920,0.840,0.156,0.477,0.823,0.832,0.148,0.399,0.706,0.777,0.386,0.622,0.000
0.067,0.273,0.840,0.245,0.458,0.749,0.717,0.155,0.535,0.601,0.723,0.530,0.486,0.000
0.004,0.920,0.420,0.283,0.505,0.689,0.617,0.300,0.439,0.500,0.673,0.530,0.432,0.000
0.064,0.920,0.840,0.354,0.486,0.499,0.516,0.203,0.621,0.626,0.717,0.917,0.622,0.000
0.290,0.920,0.840,0.288,0.486,0.603,0.543,0.104,0.449,0.500,0.457,0.826,0.581,0.000
0.266,0.920,0.420,0.349,0.374,0.606,0.546,0.310,0.429,0.501,0.347,0.826,0.608,0.000
0.243,0.920,0.420,0.401,0.346,0.393,0.344,0.403,0.399,0.461,0.927,1.000,0.703,0.000
0.064,0.920,0.840,0.297,0.430,0.522,0.498,0.245,0.394,0.550,0.891,0.811,0.635,0.000
0.395,0.920,0.840,0.278,0.206,0.239,0.279,0.268,0.399,0.598,0.031,0.576,0.365,0.000
0.062,0.920,0.840,0.250,0.701,0.801,0.739,0.157,0.414,0.553,0.519,0.462,0.649,0.000
0.128,0.920,0.840,0.236,0.430,0.828,0.856,0.190,0.460,0.747,0.249,0.621,0.595,0.000
0.072,0.695,0.840,0.226,0.411,0.660,0.622,0.208,0.439,0.561,0.748,0.765,0.662,0.000
0.083,0.592,0.420,0.274,0.439,0.715,0.646,0.709,0.157,0.514,0.491,0.689,0.662,0.000
0.006,0.273,0.420,0.392,0.411,0.391,0.246,0.813,0.162,0.264,0.230,0.856,0.838,0.000
0.077,0.920,0.840,0.278,0.402,0.693,0.675,0.220,0.444,0.613,0.521,0.462,0.405,0.000
0.168,0.273,0.840,0.241,0.411,0.800,0.785,0.101,0.636,0.650,0.445,0.848,0.541,0.000
0.083,0.920,0.840,0.226,0.804,0.828,0.836,0.034,0.545,0.706,0.364,0.712,0.324,0.000
0.054,0.920,0.000,0.231,0.336,0.882,0.911,0.757,0.076,0.764,0.305,0.856,0.595,0.000
0.047,0.920,0.420,0.259,0.505,0.785,0.852,0.740,0.152,0.812,0.412,0.871,0.635,0.000
0.048,0.920,0.840,0.325,0.318,0.431,0.299,0.098,0.722,0.303,0.596,0.674,0.500,0.000
0.023,0.273,0.840,0.165,0.336,0.644,0.599,0.231,0.465,0.543,0.559,0.705,0.446,0.000
0.080,0.273,0.420,0.292,0.299,0.684,0.658,0.702,0.152,0.594,0.588,0.871,0.568,0.000
0.091,0.920,0.420,0.344,0.421,0.513,0.418,0.114,0.530,0.400,0.523,0.182,0.568,0.000
0.014,0.920,0.420,0.278,0.402,0.567,0.495,0.712,0.111,0.463,0.314,0.750,0.595,0.000
0.222,0.920,0.840,0.283,0.654,0.831,0.884,0.081,0.328,0.799,0.511,0.652,0.446,0.000
0.089,0.920,0.000,0.245,0.131,0.338,0.236,0.706,0.419,0.334,0.418,0.712,0.595,0.000
0.317,0.920,0.840,0.373,0.290,0.178,0.006,0.403,0.222,0.145,0.393,0.818,0.608,0.000
0.074,0.273,0.000,0.283,0.486,0.787,0.792,0.818,0.051,0.686,0.783,0.818,0.608,0.000
0.081,0.920,0.420,0.269,0.523,0.845,0.853,0.078,0.369,0.709,0.933,0.409,0.365,0.000
0.082,0.920,0.743,0.283,0.579,0.726,0.764,0.065,0.384,0.736,0.763,0.530,0.608,0.000
0.019,0.659,0.840,0.142,0.607,0.825,0.699,0.062,0.374,0.429,0.959,0.356,0.216,0.000
0.063,0.920,0.420,0.118,0.000,0.201,0.249,0.411,0.253,0.604,0.052,0.977,0.622,0.000
0.065,0.920,0.420,0.316,0.308,0.654,0.536,0.810,0.131,0.397,0.413,0.765,0.662,0.000
0.225,0.920,0.840,0.226,0.673,0.831,0.864,0.173,0.409,0.757,0.372,0.447,0.514,0.000
0.008,0.920,0.000,0.335,0.252,0.540,0.463,0.714,0.197,0.446,0.376,0.917,0.689,0.000
0.293,0.920,0.840,0.245,0.682,0.795,0.865,0.066,0.172,0.822,0.352,0.811,0.581,0.000
0.007,0.920,0.420,0.325,0.327,0.633,0.562,0.696,0.192,0.486,0.621,0.833,0.635,0.000
