time_betw_scan_hours,CA,YM,Class,dea_eff,cluster efficency - 5 clusters
1066.000,2.343,6.668,1.000,0.350,4.000
9201.000,2.728,7.275,1.000,0.590,3.000
3161.000,2.812,6.242,1.000,0.610,3.000
17366.000,2.481,6.046,1.000,0.620,3.000
931.000,2.560,5.901,1.000,0.430,4.000
1500.000,2.361,5.431,1.000,0.520,1.000
1890.000,2.783,6.251,1.000,0.490,1.000
3138.000,2.483,6.517,1.000,0.450,1.000
1553.000,2.510,6.290,1.000,0.560,3.000
3282.000,2.680,6.619,1.000,0.580,3.000
1569.000,2.720,6.348,1.000,0.560,3.000
10.000,2.725,7.016,1.000,0.550,1.000
1986.000,2.506,5.887,1.000,0.350,4.000
1437.000,2.553,6.508,1.000,0.520,1.000
2566.000,2.523,6.127,1.000,0.630,3.000
1050.000,2.598,6.545,1.000,0.610,3.000
1575.000,2.568,5.989,1.000,0.510,1.000
1788.000,2.870,5.968,1.000,0.600,3.000
1130.000,2.546,6.098,1.000,0.580,3.000
2553.000,2.573,6.289,1.000,0.590,3.000
5655.000,2.460,5.302,1.000,0.710,2.000
1612.000,2.557,6.464,1.000,0.670,2.000
1382.000,2.704,6.280,1.000,0.550,1.000
12.000,2.955,6.729,1.000,0.500,1.000
4425.000,2.617,5.809,1.000,0.500,1.000
6286.000,2.628,5.295,1.000,0.560,3.000
29.000,2.560,6.719,1.000,0.640,3.000
4816.000,2.685,5.693,1.000,0.650,3.000
991.000,2.690,6.421,1.000,0.480,1.000
1308.000,2.526,7.113,1.000,0.670,2.000
1541.000,2.554,6.739,1.000,0.520,1.000
927.000,2.613,6.474,1.000,0.560,3.000
1556.000,2.554,5.845,1.000,0.550,1.000
2002.000,2.467,6.068,1.000,0.490,1.000
1352.000,2.633,5.853,1.000,0.400,4.000
915.000,2.695,6.847,1.000,0.490,1.000
2663.000,2.552,6.064,1.000,0.500,1.000
2356.000,2.406,6.343,1.000,0.620,3.000
1418.000,2.332,6.279,1.000,0.460,1.000
1381.000,2.671,6.193,1.000,0.620,3.000
1041.000,2.475,6.132,1.000,0.520,1.000
5790.000,2.900,5.961,1.000,0.630,3.000
1102.000,2.558,6.656,1.000,0.640,3.000
1417.000,2.336,5.728,1.000,0.380,4.000
4070.000,2.359,6.539,1.000,0.730,2.000
4293.000,2.522,6.220,1.000,0.540,1.000
1015.000,2.776,6.377,1.000,0.520,1.000
1383.000,2.820,6.129,1.000,0.480,1.000
2537.000,2.790,6.581,1.000,0.580,3.000
2860.000,2.560,6.663,1.000,0.530,1.000
1744.000,2.902,6.264,1.000,0.480,1.000
1083.000,2.390,6.437,1.000,0.490,1.000
939.000,2.700,5.971,1.000,0.630,3.000
4275.000,2.313,6.180,1.000,0.580,3.000
5743.000,2.669,6.328,1.000,0.430,4.000
6.000,2.640,6.343,1.000,0.510,1.000
1990.000,2.920,6.394,1.000,0.530,1.000
1573.000,2.637,5.858,1.000,0.550,1.000
2602.000,2.497,6.166,1.000,0.600,3.000
5811.000,2.510,5.828,1.000,0.450,1.000
2573.000,2.855,6.345,1.000,0.580,3.000
2753.000,2.486,6.426,1.000,0.590,3.000
3887.000,2.691,6.060,1.000,0.620,3.000
7170.000,2.510,6.281,1.000,0.540,1.000
1260.000,2.816,5.482,1.000,0.500,1.000
3075.000,2.350,5.603,1.000,0.640,3.000
1451.000,2.527,6.789,1.000,0.580,3.000
536.000,2.341,6.569,1.000,0.460,1.000
1256.000,2.790,6.595,1.000,0.470,1.000
1491.000,2.627,5.712,1.000,0.590,3.000
4296.000,2.442,6.068,1.000,0.540,1.000
1577.000,2.787,6.194,1.000,0.520,1.000
842.000,2.502,5.749,1.000,0.570,3.000
494.000,2.460,6.176,1.000,0.360,4.000
3113.000,2.321,5.584,1.000,0.450,1.000
1115.000,2.518,5.794,1.000,0.400,4.000
1071.000,2.254,5.684,1.000,0.450,1.000
1378.000,2.690,6.370,1.000,0.590,3.000
1275.000,2.612,5.766,1.000,0.530,1.000
947.000,2.432,6.510,1.000,0.390,4.000
2709.000,2.347,6.032,1.000,0.350,4.000
1520.000,2.180,5.533,1.000,0.500,1.000
3112.000,2.522,7.058,1.000,0.440,4.000
4562.000,2.812,5.845,1.000,0.360,4.000
3009.000,2.750,5.937,1.000,0.650,3.000
1687.000,2.822,5.910,1.000,0.510,1.000
1445.000,2.590,6.556,1.000,0.550,1.000
1594.000,2.913,5.944,1.000,0.530,1.000
1831.000,2.520,6.203,1.000,0.400,4.000
10323.000,2.487,6.441,1.000,0.520,1.000
953.000,2.663,6.226,1.000,0.610,3.000
4473.000,2.260,6.670,1.000,0.360,4.000
2910.000,2.485,6.028,1.000,0.590,3.000
1452.000,2.454,6.595,1.000,0.630,3.000
3910.000,2.655,6.737,1.000,0.490,1.000
2329.000,2.490,6.172,1.000,0.480,1.000
2953.000,2.370,5.752,1.000,0.530,1.000
1581.000,2.441,6.104,1.000,0.580,3.000
3939.000,2.650,5.597,1.000,0.270,4.000
1402.000,2.676,6.215,1.000,0.620,3.000
2040.000,2.590,5.889,1.000,0.550,1.000
1516.000,2.384,6.567,1.000,0.510,1.000
3047.000,2.648,5.882,1.000,0.410,4.000
487.000,2.431,6.102,1.000,0.540,1.000
1560.000,2.511,5.530,1.000,0.670,2.000
5882.000,2.632,6.096,1.000,0.580,3.000
1337.000,2.633,6.586,1.000,0.510,1.000
1722.000,2.286,5.981,1.000,0.520,1.000
3284.000,2.477,5.614,1.000,0.540,1.000
2721.000,2.655,6.351,1.000,0.570,3.000
1253.000,2.580,5.355,1.000,0.610,3.000
282.000,2.830,6.273,1.000,0.510,1.000
87.000,2.456,5.958,1.000,0.590,3.000
247.000,2.560,5.630,1.000,0.580,3.000
824.000,2.502,6.172,1.000,0.460,1.000
1551.000,2.466,6.526,1.000,0.550,1.000
2765.000,2.557,6.374,1.000,0.570,3.000
4025.000,2.221,6.250,1.000,0.600,3.000
9687.000,2.554,6.577,1.000,0.470,1.000
3766.000,2.650,6.786,1.000,0.490,1.000
1303.000,2.741,6.253,1.000,0.650,3.000
1985.000,2.542,6.336,1.000,0.510,1.000
41.000,2.989,6.526,1.000,0.530,1.000
1549.000,2.390,6.423,1.000,0.520,1.000
1780.000,2.871,5.836,1.000,0.560,3.000
1592.000,2.535,5.652,1.000,0.520,1.000
927.000,2.519,6.615,1.000,0.540,1.000
1630.000,2.842,5.787,1.000,0.600,3.000
14326.000,3.025,7.193,1.000,0.580,3.000
3911.000,2.793,5.477,1.000,0.310,4.000
106.000,2.633,5.935,1.000,0.620,3.000
1290.000,2.771,7.133,1.000,0.670,2.000
3359.000,2.587,5.703,1.000,0.600,3.000
1608.000,2.520,6.505,1.000,0.640,3.000
2615.000,2.508,5.839,1.000,0.590,3.000
2784.000,2.518,5.604,1.000,0.460,1.000
634.000,2.638,7.131,1.000,0.550,1.000
1720.000,2.769,6.123,1.000,0.460,1.000
887.000,2.518,6.327,1.000,0.430,4.000
6126.000,2.648,6.096,1.000,0.560,3.000
1659.000,2.511,5.741,1.000,0.710,2.000
1633.000,2.820,6.030,1.000,0.580,3.000
1110.000,2.568,6.892,1.000,0.740,2.000
1626.000,2.834,6.480,1.000,0.520,1.000
1556.000,2.545,6.154,1.000,0.500,1.000
8622.000,2.858,6.805,1.000,0.610,3.000
1743.000,2.551,6.429,1.000,0.530,1.000
2734.000,2.609,6.651,1.000,0.660,2.000
1852.000,2.689,5.844,1.000,0.480,1.000
75.000,2.980,5.930,1.000,0.520,1.000
110.000,2.650,6.500,1.000,0.530,1.000
2427.000,2.634,5.896,1.000,0.560,3.000
1992.000,2.442,6.199,1.000,0.540,1.000
2816.000,2.661,6.631,1.000,0.290,4.000
1901.000,2.750,6.035,1.000,0.550,1.000
1311.000,2.655,5.963,1.000,0.360,4.000
1557.000,2.390,6.171,1.000,0.450,1.000
4889.000,2.845,6.480,1.000,0.600,3.000
865.000,2.650,5.819,1.000,0.450,1.000
1835.000,2.610,6.411,1.000,0.360,4.000
1441.000,2.779,5.858,1.000,0.500,1.000
2865.000,2.469,6.091,1.000,0.440,4.000
1334.000,2.895,6.654,1.000,0.550,1.000
2559.000,2.455,6.418,1.000,0.570,3.000
4430.000,2.567,6.740,1.000,0.490,1.000
1644.000,2.480,6.907,1.000,0.500,1.000
1008.000,2.675,7.121,1.000,0.600,3.000
499.000,2.485,5.734,1.000,0.630,3.000
1491.000,2.700,6.298,1.000,0.610,3.000
303.000,2.661,6.127,1.000,0.350,4.000
1230.000,2.794,6.182,1.000,0.440,4.000
1518.000,2.551,6.434,1.000,0.520,1.000
4001.000,2.750,6.290,1.000,0.650,3.000
1337.000,2.581,6.164,1.000,0.540,1.000
4771.000,2.699,5.799,1.000,0.520,1.000
1506.000,2.550,5.715,1.000,0.660,2.000
952.000,2.184,5.735,1.000,0.520,1.000
9753.000,2.510,5.476,1.000,0.590,3.000
44.000,2.588,6.344,1.000,0.360,4.000
1568.000,2.490,6.225,1.000,0.560,3.000
1409.000,2.546,6.909,1.000,0.650,3.000
1301.000,2.720,6.626,1.000,0.450,1.000
3046.000,2.729,6.770,1.000,0.590,3.000
1322.000,2.877,6.056,1.000,0.550,1.000
1780.000,2.136,6.098,0.000,0.480,1.000
1133.000,2.610,5.740,0.000,0.680,2.000
1257.000,2.556,6.876,0.000,0.710,2.000
649.000,2.465,5.640,0.000,0.770,2.000
1704.000,2.710,6.918,0.000,0.660,2.000
4384.000,2.611,6.291,0.000,0.840,0.000
2521.000,2.613,6.640,0.000,0.800,2.000
8668.000,2.632,6.916,0.000,0.840,0.000
2714.000,2.475,6.712,0.000,0.700,2.000
1758.000,2.950,6.636,0.000,0.590,3.000
5927.000,2.664,6.709,0.000,0.690,2.000
824.000,2.660,7.081,0.000,0.600,3.000
1449.000,2.532,7.216,0.000,1.000,0.000
3353.000,2.495,6.648,0.000,0.630,3.000
853.000,2.376,5.823,0.000,0.690,2.000
8848.000,2.570,6.534,0.000,0.680,2.000
277.000,2.750,6.242,0.000,0.670,2.000
3029.000,2.637,6.286,0.000,0.730,2.000
1233.000,2.430,6.787,0.000,0.530,1.000
1727.000,2.741,6.852,0.000,0.840,0.000
2626.000,2.487,6.355,0.000,0.760,2.000
21.000,2.633,6.841,0.000,0.760,2.000
7093.000,2.377,6.144,0.000,0.640,3.000
2566.000,2.428,7.167,0.000,0.770,2.000
1209.000,2.810,7.316,0.000,0.690,2.000
754.000,2.982,7.302,0.000,0.780,2.000
858.000,2.950,5.438,0.000,0.770,2.000
1717.000,2.531,7.207,0.000,0.690,2.000
1466.000,2.516,5.554,0.000,0.980,0.000
4980.000,2.619,5.957,0.000,0.940,0.000
1481.000,3.053,6.996,0.000,0.710,2.000
3063.000,2.848,6.451,0.000,1.000,0.000
3149.000,2.765,6.674,0.000,0.750,2.000
193.000,2.524,5.986,0.000,0.610,3.000
2772.000,2.760,7.108,0.000,0.710,2.000
3167.000,2.328,6.961,0.000,0.840,0.000
7788.000,2.688,6.582,0.000,0.610,3.000
7011.000,2.627,6.913,0.000,0.660,2.000
3198.000,2.590,6.595,0.000,0.700,2.000
637.000,2.516,5.455,0.000,0.980,0.000
3236.000,2.750,6.449,0.000,0.550,1.000
1879.000,2.690,6.572,0.000,0.720,2.000
1472.000,2.780,6.683,0.000,0.590,3.000
7547.000,2.700,5.897,0.000,0.520,1.000
1411.000,2.710,6.888,0.000,0.670,2.000
1791.000,2.428,7.232,0.000,0.920,0.000
4498.000,2.732,6.436,0.000,1.000,0.000
5996.000,2.547,5.605,0.000,0.540,1.000
3987.000,2.606,6.323,0.000,0.510,1.000
2077.000,2.600,6.748,0.000,0.520,1.000
1866.000,2.700,6.970,0.000,0.500,1.000
1503.000,2.422,6.313,0.000,0.750,2.000
1338.000,2.610,7.031,0.000,0.810,0.000
4752.000,2.770,6.968,0.000,0.610,3.000
4323.000,2.318,6.915,0.000,0.580,3.000
3416.000,2.567,6.946,0.000,0.770,2.000
6741.000,2.540,6.513,0.000,0.750,2.000
95.000,2.435,6.143,0.000,0.710,2.000
217.000,2.669,5.950,0.000,0.630,3.000
1738.000,2.817,6.646,0.000,0.420,4.000
108.000,2.612,6.188,0.000,0.720,2.000
2509.000,2.459,6.695,0.000,0.670,2.000
398.000,2.311,6.231,0.000,0.700,2.000
31.000,2.550,6.235,0.000,0.540,1.000
6074.000,2.625,6.166,0.000,0.440,4.000
3244.000,2.150,6.426,0.000,0.810,0.000
1408.000,2.486,6.821,0.000,0.620,3.000
1270.000,2.530,5.475,0.000,0.580,3.000
1790.000,2.936,6.061,0.000,0.490,1.000
5699.000,2.547,6.108,0.000,0.510,1.000
1247.000,2.604,6.628,0.000,0.780,2.000
1551.000,2.635,7.112,0.000,0.600,3.000
2559.000,2.498,6.929,0.000,0.820,0.000
1096.000,2.575,6.014,0.000,0.830,0.000
4731.000,2.546,6.389,0.000,0.650,3.000
6214.000,2.663,6.363,0.000,0.330,4.000
1666.000,2.510,6.051,0.000,0.400,4.000
3296.000,2.533,6.906,0.000,0.600,3.000
1729.000,2.640,6.743,0.000,0.410,4.000
84.000,2.402,6.732,0.000,0.720,2.000
4414.000,2.598,5.905,0.000,0.910,0.000
1557.000,2.452,5.926,0.000,0.650,3.000
2396.000,2.447,5.990,0.000,0.890,0.000
971.000,2.589,7.165,0.000,0.690,2.000
14613.000,2.677,6.923,0.000,0.440,4.000
294.000,2.546,5.759,0.000,0.860,0.000
1817.000,2.750,6.031,0.000,0.550,1.000
1558.000,2.503,7.299,0.000,0.700,2.000
2893.000,2.553,6.735,0.000,0.730,2.000
892.000,2.815,6.417,0.000,0.670,2.000
1444.000,2.320,6.357,0.000,0.690,2.000
1705.000,2.574,6.563,0.000,0.730,2.000
1524.000,2.654,6.733,0.000,0.690,2.000
4797.000,2.614,6.448,0.000,0.470,1.000
2739.000,2.337,5.927,0.000,0.710,2.000
1726.000,2.712,6.501,0.000,0.980,0.000
65.000,2.573,7.069,0.000,0.690,2.000
4730.000,2.664,6.120,0.000,0.810,0.000
136.000,2.720,6.773,0.000,0.740,2.000
7520.000,2.493,6.472,0.000,0.830,0.000
156.000,2.599,7.021,0.000,0.470,1.000
1108.000,2.823,7.153,0.000,0.730,2.000
1090.000,2.775,6.472,0.000,0.790,2.000
1521.000,2.600,6.361,0.000,0.420,4.000
1508.000,2.458,6.601,0.000,0.820,0.000
4082.000,2.667,6.599,0.000,0.480,1.000
4921.000,2.541,6.098,0.000,0.880,0.000
531.000,2.469,7.301,0.000,0.620,3.000
1446.000,2.500,6.716,0.000,0.520,1.000
1120.000,2.633,6.355,0.000,0.510,1.000
879.000,2.401,6.959,0.000,0.540,1.000
1300.000,2.361,6.178,0.000,0.590,3.000
2861.000,2.690,5.222,0.000,0.730,2.000
266.000,2.768,6.867,0.000,0.760,2.000
136.000,2.915,6.433,0.000,0.610,3.000
5543.000,2.800,6.780,0.000,0.460,1.000
2920.000,2.577,5.701,0.000,0.730,2.000
305.000,2.725,7.148,0.000,0.670,2.000
1495.000,2.810,6.702,0.000,0.640,3.000
1227.000,2.737,6.865,0.000,0.660,2.000
1163.000,2.710,7.043,0.000,0.800,2.000
2302.000,2.704,7.071,0.000,0.770,2.000
214.000,2.770,6.347,0.000,0.600,3.000
1453.000,2.573,6.910,0.000,0.500,1.000
8705.000,2.410,6.486,0.000,0.710,2.000
1774.000,2.578,5.598,0.000,0.710,2.000
115.000,2.850,7.004,0.000,0.790,2.000
3295.000,2.593,5.924,0.000,0.670,2.000
3124.000,2.461,5.198,0.000,0.610,3.000
1574.000,2.479,6.559,0.000,0.710,2.000
1536.000,2.490,6.562,0.000,0.790,2.000
86.000,2.750,6.690,0.000,0.710,2.000
1851.000,2.689,7.064,0.000,0.770,2.000
1463.000,2.471,6.135,0.000,1.000,0.000
2370.000,3.024,6.673,0.000,0.580,3.000
1033.000,2.886,7.123,0.000,0.600,3.000
1218.000,2.608,6.744,0.000,0.890,0.000
3206.000,2.607,6.206,0.000,0.590,3.000
1583.000,2.853,6.545,0.000,0.570,3.000
5321.000,2.614,7.040,0.000,0.490,1.000
910.000,2.608,6.066,0.000,0.710,2.000
3137.000,3.030,6.840,0.000,0.450,1.000
1016.000,2.688,5.713,0.000,0.710,2.000
2553.000,2.730,7.073,0.000,0.480,1.000
7803.000,2.584,6.947,0.000,0.820,0.000
3002.000,2.720,5.890,0.000,0.670,2.000
1242.000,2.131,7.024,0.000,0.610,3.000
2847.000,2.406,7.071,0.000,0.680,2.000
2435.000,2.750,7.185,0.000,0.630,3.000
1769.000,3.000,6.390,0.000,0.670,2.000
5758.000,2.315,6.701,0.000,0.730,2.000
3401.000,2.583,7.159,0.000,0.750,2.000
4437.000,2.839,7.313,0.000,0.690,2.000
5909.000,2.332,6.234,0.000,0.630,3.000
5654.000,2.600,7.266,0.000,0.820,0.000
5477.000,2.480,6.259,0.000,0.720,2.000
1849.000,2.520,6.339,0.000,0.440,4.000
2503.000,2.438,6.326,0.000,0.410,4.000
867.000,2.528,6.887,0.000,0.480,1.000
251.000,2.448,5.487,0.000,0.660,2.000
1180.000,2.420,6.483,0.000,0.660,2.000
1544.000,2.430,6.901,0.000,0.500,1.000
2030.000,2.670,6.840,0.000,0.740,2.000
1281.000,2.619,7.062,0.000,0.510,1.000
4206.000,2.658,6.631,0.000,0.460,1.000
1459.000,2.385,5.224,0.000,0.780,2.000
1535.000,2.196,6.879,0.000,0.700,2.000
1233.000,2.532,6.415,0.000,0.650,3.000
6110.000,2.620,6.732,0.000,0.650,3.000
1101.000,2.591,6.892,0.000,0.650,3.000
1266.000,2.690,5.523,0.000,0.950,0.000
1292.000,2.311,5.848,0.000,0.610,3.000
1419.000,2.526,5.719,0.000,0.650,3.000
4579.000,2.709,6.348,0.000,0.750,2.000
6968.000,2.617,7.199,0.000,0.860,0.000
94.000,2.820,6.577,0.000,0.460,1.000
1448.000,2.790,5.902,0.000,0.740,2.000
2874.000,2.544,6.717,0.000,0.490,1.000
12036.000,2.375,6.881,0.000,0.510,1.000
1526.000,2.510,6.383,0.000,0.740,2.000
1359.000,2.599,6.965,0.000,0.510,1.000
1060.000,2.642,6.281,0.000,0.500,1.000
3349.000,2.566,5.295,0.000,0.840,0.000
3086.000,2.630,6.452,0.000,0.680,2.000
4146.000,2.627,5.542,0.000,0.700,2.000
1150.000,2.660,6.891,0.000,0.530,1.000
7451.000,2.495,7.380,0.000,0.690,2.000
2251.000,2.535,7.111,0.000,0.730,2.000
1315.000,2.480,7.239,0.000,0.630,3.000
157.000,2.536,6.685,0.000,0.430,4.000
11198.000,2.635,7.382,0.000,0.720,2.000
2534.000,2.590,6.246,0.000,0.710,2.000
4319.000,2.670,6.234,0.000,0.490,1.000
1312.000,2.640,7.212,0.000,0.690,2.000
1536.000,2.565,6.492,0.000,0.800,2.000
1420.000,2.780,6.568,0.000,0.540,1.000
2716.000,2.507,6.844,0.000,0.650,3.000
6687.000,2.476,6.752,0.000,0.950,0.000
2935.000,2.590,7.339,0.000,0.710,2.000
1742.000,2.663,6.712,0.000,0.510,1.000
1226.000,2.087,6.059,0.000,0.540,1.000
2155.000,2.532,5.731,0.000,0.830,0.000
405.000,2.840,6.432,0.000,0.440,4.000
1676.000,2.526,7.144,0.000,0.490,1.000
1316.000,2.587,6.104,0.000,0.770,2.000
10078.000,2.584,7.228,0.000,0.550,1.000
1666.000,2.517,7.084,0.000,0.680,2.000
256.000,2.456,7.249,0.000,0.770,2.000
312.000,2.620,6.655,0.000,0.660,2.000
63.000,2.790,6.833,0.000,0.640,3.000
1513.000,2.549,6.724,0.000,0.610,3.000
1151.000,2.614,6.557,0.000,0.320,4.000
1540.000,2.552,6.698,0.000,0.710,2.000
1063.000,2.658,6.738,0.000,0.960,0.000
1723.000,2.386,6.750,0.000,0.650,3.000
174.000,2.989,7.002,0.000,0.660,2.000
1317.000,2.470,6.929,0.000,0.910,0.000
7195.000,2.538,6.386,0.000,0.570,3.000
1585.000,2.577,6.332,0.000,0.650,3.000
2519.000,2.280,5.907,0.000,0.700,2.000
1326.000,2.740,6.607,0.000,0.370,4.000
1724.000,2.527,7.118,0.000,0.750,2.000
8840.000,2.925,7.121,0.000,0.640,3.000
4572.000,2.880,5.494,0.000,0.960,0.000
1700.000,2.480,6.500,0.000,0.320,4.000
1381.000,2.208,6.585,0.000,0.710,2.000
5594.000,2.592,6.688,0.000,0.660,2.000
43.000,2.636,6.957,0.000,0.700,2.000
1312.000,2.561,6.733,0.000,0.710,2.000
1614.000,2.545,6.134,0.000,0.740,2.000
1427.000,2.560,5.745,0.000,0.750,2.000
5424.000,2.521,7.008,0.000,0.730,2.000
3908.000,2.180,6.916,0.000,0.660,2.000
1533.000,2.594,6.345,0.000,0.700,2.000
2836.000,2.890,6.030,0.000,0.840,0.000
215.000,2.604,6.552,0.000,0.740,2.000
1201.000,2.401,6.571,0.000,0.400,4.000
1622.000,2.656,6.215,0.000,0.490,1.000
2953.000,2.494,6.394,0.000,1.000,0.000
873.000,2.376,6.353,0.000,0.610,3.000
3211.000,2.435,7.264,0.000,0.520,1.000
908.000,2.404,5.721,0.000,0.720,2.000
1548.000,2.505,6.697,0.000,0.510,1.000
3929.000,2.286,7.034,0.000,0.560,3.000
5384.000,2.554,7.131,0.000,0.930,0.000
2251.000,2.210,5.873,0.000,0.880,0.000
4277.000,3.051,7.108,0.000,0.660,2.000
3345.000,2.590,6.250,0.000,0.300,4.000
2453.000,2.807,5.387,0.000,0.620,3.000
1628.000,2.509,6.598,0.000,0.540,1.000
140.000,2.643,6.884,0.000,0.900,0.000
1312.000,2.349,6.125,0.000,0.720,2.000
1368.000,2.624,6.646,0.000,0.470,1.000
3066.000,2.745,7.179,0.000,0.640,3.000
158.000,2.836,5.684,0.000,0.710,2.000
1141.000,2.604,6.533,0.000,0.490,1.000
3144.000,2.585,7.036,0.000,0.810,0.000
4752.000,2.404,5.776,0.000,0.780,2.000
529.000,2.789,6.936,0.000,0.540,1.000
129.000,2.720,5.700,0.000,0.850,0.000
1746.000,2.476,6.168,0.000,0.720,2.000
1296.000,2.570,6.390,0.000,0.490,1.000
60.000,2.586,6.371,0.000,0.690,2.000
1302.000,2.750,7.124,0.000,0.670,2.000
1712.000,2.648,6.622,0.000,0.710,2.000
4346.000,2.860,5.614,0.000,0.910,0.000
2387.000,2.490,5.902,0.000,0.640,3.000
104.000,2.770,5.796,0.000,0.650,3.000
7678.000,2.742,6.119,0.000,0.570,3.000
1999.000,2.667,7.086,0.000,0.630,3.000
1269.000,2.288,7.138,0.000,0.460,1.000
7472.000,2.568,6.874,0.000,0.680,2.000
2075.000,2.597,5.850,0.000,0.800,2.000
1406.000,2.599,7.059,0.000,0.590,3.000
1044.000,2.373,6.798,0.000,0.550,1.000
1044.000,2.680,6.888,0.000,0.610,3.000
2849.000,2.418,6.345,0.000,0.750,2.000
79.000,2.812,5.953,0.000,0.680,2.000
1430.000,2.260,5.393,0.000,0.910,0.000
864.000,2.468,6.742,0.000,0.560,3.000
5848.000,2.649,5.865,0.000,0.650,3.000
1648.000,2.667,6.822,0.000,0.610,3.000
202.000,2.359,5.538,0.000,0.800,2.000
897.000,2.239,6.900,0.000,0.650,3.000
1255.000,2.390,6.586,0.000,0.500,1.000
13.000,2.572,5.312,0.000,0.780,2.000
1794.000,2.750,7.196,0.000,0.560,3.000
1409.000,2.372,7.243,0.000,0.880,0.000
1681.000,2.481,6.369,0.000,0.490,1.000
1521.000,2.564,7.029,0.000,0.510,1.000
2695.000,2.650,6.609,0.000,0.380,4.000
2317.000,2.550,6.819,0.000,0.670,2.000
1575.000,2.568,5.474,0.000,0.620,3.000
1428.000,2.614,6.900,0.000,0.530,1.000
1345.000,2.610,7.174,0.000,0.680,2.000
2004.000,2.445,6.574,0.000,0.690,2.000
1634.000,2.370,6.962,0.000,0.670,2.000
1747.000,2.332,6.264,0.000,0.650,3.000
1161.000,2.810,6.188,0.000,0.610,3.000
4390.000,2.860,6.113,0.000,0.680,2.000
144.000,3.000,5.940,0.000,0.760,2.000
1285.000,2.523,5.561,0.000,0.700,2.000
218.000,2.460,6.982,0.000,0.740,2.000
1526.000,2.498,6.937,0.000,0.670,2.000
1665.000,2.502,6.670,0.000,0.660,2.000
1086.000,2.750,6.298,0.000,0.660,2.000
185.000,2.593,7.018,0.000,0.730,2.000
1371.000,2.573,6.233,0.000,0.620,3.000
16162.000,2.566,7.013,0.000,0.510,1.000
114.000,2.589,7.022,0.000,0.770,2.000
3973.000,2.681,6.301,0.000,0.670,2.000
1575.000,2.675,6.787,0.000,0.450,1.000
1325.000,2.747,6.404,0.000,0.600,3.000
1432.000,2.810,6.700,0.000,0.560,3.000
2094.000,2.567,5.830,0.000,0.720,2.000
2924.000,2.655,5.686,0.000,0.610,3.000
1897.000,2.341,6.552,0.000,0.670,2.000
1370.000,2.692,6.121,0.000,0.510,1.000
117.000,2.770,5.496,0.000,0.900,0.000
5630.000,2.466,5.990,0.000,0.460,1.000
1413.000,2.681,6.670,0.000,0.550,1.000
1045.000,2.610,7.007,0.000,0.540,1.000
1003.000,2.796,6.750,0.000,0.520,1.000
1524.000,2.643,6.608,0.000,0.670,2.000
1448.000,2.710,5.854,0.000,0.830,0.000
993.000,2.694,5.684,0.000,0.830,0.000
1320.000,2.760,5.745,0.000,0.420,4.000
1300.000,2.698,5.859,0.000,0.730,2.000
357.000,2.788,7.358,0.000,0.750,2.000
4315.000,2.660,6.375,0.000,0.460,1.000
1680.000,2.786,5.302,0.000,0.640,3.000
1366.000,2.383,6.785,0.000,0.780,2.000
8439.000,2.698,6.695,0.000,0.900,0.000
1179.000,2.826,5.330,0.000,0.740,2.000
489.000,2.130,5.627,0.000,0.770,2.000
1486.000,2.591,5.637,0.000,0.690,2.000
1573.000,2.578,6.406,0.000,0.500,1.000
1452.000,2.558,6.584,0.000,0.780,2.000
950.000,2.286,7.291,0.000,0.630,3.000
1917.000,2.486,6.576,0.000,0.570,3.000
1734.000,2.870,6.983,0.000,0.970,0.000
1246.000,2.656,6.467,0.000,0.680,2.000
703.000,3.059,7.048,0.000,0.510,1.000
1312.000,2.573,7.108,0.000,0.810,0.000
2827.000,2.601,7.114,0.000,0.640,3.000
6971.000,2.642,6.748,0.000,0.470,1.000
1378.000,2.716,7.169,0.000,0.700,2.000
3134.000,2.796,6.320,0.000,0.550,1.000
2898.000,2.618,6.525,0.000,0.510,1.000
1947.000,2.840,7.070,0.000,0.680,2.000
1978.000,2.290,5.924,0.000,0.710,2.000
2699.000,2.650,7.383,0.000,0.580,3.000
1750.000,2.574,6.159,0.000,0.710,2.000
6365.000,2.368,6.920,0.000,0.650,3.000
338.000,2.637,6.945,0.000,0.550,1.000
2749.000,2.710,5.883,0.000,1.000,0.000
7654.000,2.328,6.751,0.000,0.440,4.000
2457.000,2.762,6.412,0.000,0.700,2.000
4584.000,2.805,6.094,0.000,0.540,1.000
1504.000,2.382,6.717,0.000,0.270,4.000
2854.000,2.946,6.338,0.000,0.430,4.000
856.000,2.581,6.656,0.000,0.490,1.000
1101.000,2.646,6.302,0.000,0.500,1.000
2925.000,2.909,7.134,0.000,0.720,2.000
1583.000,2.574,6.894,0.000,0.780,2.000
4566.000,2.522,6.907,0.000,0.650,3.000
768.000,2.562,6.056,0.000,0.700,2.000
2073.000,2.493,6.876,0.000,0.730,2.000
5606.000,2.512,6.819,0.000,0.570,3.000
1269.000,2.578,6.726,0.000,0.460,1.000
1498.000,2.807,6.972,0.000,0.540,1.000
1579.000,2.576,6.405,0.000,0.280,4.000
5693.000,2.618,7.322,0.000,0.690,2.000
1089.000,2.867,6.718,0.000,0.700,2.000
4577.000,2.720,6.358,0.000,0.690,2.000
939.000,2.532,7.351,0.000,0.850,0.000
78.000,2.617,6.245,0.000,0.540,1.000
1196.000,2.384,6.775,0.000,0.760,2.000
