time_betw_scan_hours,CA,YM,Class,dea_eff,cluster efficency - 5 clusters
6430.000,2.820,5.545,1.000,0.620,3.000
4624.000,2.466,6.148,1.000,0.650,3.000
1564.000,2.466,6.383,1.000,0.460,1.000
100.000,2.224,5.637,1.000,0.280,4.000
411.000,2.735,6.534,1.000,0.560,3.000
4180.000,2.747,6.211,1.000,0.500,1.000
341.000,2.335,5.783,1.000,0.530,1.000
4409.000,2.671,6.166,1.000,0.590,3.000
917.000,2.180,5.762,1.000,0.450,1.000
1272.000,2.445,5.823,1.000,0.500,1.000
1510.000,2.703,5.954,1.000,0.390,4.000
683.000,2.555,6.038,1.000,0.700,2.000
98.000,2.735,5.921,1.000,0.400,4.000
1341.000,2.613,6.559,1.000,0.320,4.000
1230.000,2.761,6.300,1.000,0.520,1.000
1025.000,2.655,6.402,1.000,0.470,1.000
31.000,2.654,6.243,1.000,0.550,1.000
1431.000,2.654,6.018,1.000,0.540,1.000
2949.000,2.708,6.344,1.000,0.630,3.000
2554.000,2.580,6.453,1.000,0.490,1.000
4428.000,2.610,6.143,1.000,0.510,1.000
2914.000,2.513,5.780,1.000,0.480,1.000
1072.000,2.713,6.851,1.000,0.420,4.000
1540.000,2.589,6.481,1.000,0.360,4.000
1610.000,2.051,6.128,1.000,0.590,3.000
181.000,2.788,5.870,1.000,0.480,1.000
2632.000,2.554,6.719,1.000,0.540,1.000
349.000,2.784,6.657,1.000,0.640,3.000
1257.000,2.485,5.680,1.000,0.560,3.000
1211.000,2.520,6.572,1.000,0.580,3.000
7463.000,2.577,6.527,1.000,0.540,1.000
1977.000,2.486,5.297,1.000,0.440,4.000
1325.000,2.406,6.489,1.000,0.550,1.000
988.000,2.596,5.827,1.000,0.530,1.000
1094.000,2.724,6.019,1.000,0.510,1.000
3291.000,2.437,5.257,1.000,0.560,3.000
1581.000,2.571,6.407,1.000,0.550,1.000
1589.000,2.378,5.964,1.000,0.510,1.000
1316.000,2.707,5.866,1.000,0.370,4.000
573.000,2.738,5.942,1.000,0.540,1.000
1523.000,2.592,5.695,1.000,0.500,1.000
2508.000,2.601,6.214,1.000,0.500,1.000
4049.000,2.272,6.084,1.000,0.570,3.000
913.000,2.530,6.701,1.000,0.340,4.000
2730.000,2.513,6.802,1.000,0.580,3.000
18568.000,2.865,6.961,1.000,0.480,1.000
1669.000,2.583,6.339,1.000,0.510,1.000
1492.000,2.594,5.678,1.000,0.600,3.000
5400.000,2.745,6.047,1.000,0.510,1.000
6715.000,2.751,6.042,1.000,0.380,4.000
321.000,2.861,6.701,1.000,0.610,3.000
4570.000,2.430,6.196,1.000,0.520,1.000
1477.000,2.459,6.505,1.000,0.470,1.000
3309.000,2.626,5.884,1.000,0.330,4.000
2516.000,2.534,5.805,1.000,0.590,3.000
2944.000,2.775,6.001,1.000,0.570,3.000
27.000,2.478,6.218,1.000,0.600,3.000
1912.000,2.405,6.209,1.000,0.580,3.000
1344.000,2.288,5.961,1.000,0.580,3.000
1842.000,2.621,6.303,1.000,0.560,3.000
7201.000,2.701,6.520,1.000,0.650,3.000
2343.000,2.512,5.684,1.000,0.620,3.000
1489.000,2.353,6.508,1.000,0.640,3.000
1557.000,2.713,6.499,1.000,0.480,1.000
1430.000,2.948,6.033,1.000,0.560,3.000
590.000,2.540,5.600,1.000,0.470,1.000
1666.000,2.350,6.375,1.000,0.650,3.000
112.000,2.315,5.800,1.000,0.510,1.000
1368.000,2.554,5.949,1.000,0.420,4.000
1813.000,2.704,6.644,1.000,0.490,1.000
2840.000,2.552,6.690,1.000,0.440,4.000
1347.000,2.569,6.326,1.000,0.580,3.000
18562.000,2.955,6.929,1.000,0.550,1.000
2867.000,2.920,6.499,1.000,0.600,3.000
10107.000,2.658,6.069,1.000,0.380,4.000
76.000,2.474,6.728,1.000,0.540,1.000
3413.000,2.346,6.256,1.000,0.350,4.000
4067.000,2.747,6.490,1.000,0.470,1.000
8837.000,2.765,6.169,1.000,0.520,1.000
1875.000,2.671,6.236,1.000,0.590,3.000
2754.000,2.652,6.762,1.000,0.700,2.000
3965.000,2.554,5.875,1.000,0.560,3.000
2481.000,2.530,6.399,1.000,0.540,1.000
4859.000,2.567,6.185,1.000,0.530,1.000
1590.000,2.710,5.986,1.000,0.490,1.000
7479.000,2.846,6.190,1.000,0.580,3.000
1324.000,2.697,5.612,1.000,0.380,4.000
984.000,2.445,6.629,1.000,0.590,3.000
1081.000,2.770,7.323,1.000,0.660,2.000
1232.000,2.578,6.041,1.000,0.420,4.000
1381.000,2.553,5.754,1.000,0.500,1.000
7172.000,2.790,6.182,1.000,0.650,3.000
2304.000,2.532,5.910,1.000,0.560,3.000
1170.000,2.570,6.292,1.000,0.560,3.000
1485.000,2.717,6.769,1.000,0.420,4.000
5654.000,2.524,5.866,1.000,0.670,2.000
63.000,2.586,6.615,1.000,0.520,1.000
1231.000,2.680,6.515,1.000,0.580,3.000
1133.000,2.615,6.697,1.000,0.420,4.000
9984.000,2.480,5.926,1.000,0.230,4.000
5549.000,2.497,5.795,1.000,0.640,3.000
5497.000,2.420,5.988,1.000,0.460,1.000
1902.000,2.890,6.463,1.000,0.490,1.000
1250.000,2.540,6.320,1.000,0.630,3.000
2467.000,2.579,6.286,1.000,0.400,4.000
2623.000,2.738,6.930,1.000,0.660,2.000
2045.000,2.695,6.389,1.000,0.510,1.000
1684.000,2.535,5.896,1.000,0.590,3.000
2444.000,2.707,6.612,1.000,0.550,1.000
1257.000,2.697,5.572,1.000,0.560,3.000
1776.000,2.743,6.238,1.000,0.280,4.000
2441.000,2.654,6.804,1.000,0.520,1.000
2023.000,2.288,5.510,1.000,0.590,3.000
1344.000,2.363,6.524,1.000,0.360,4.000
1333.000,2.731,6.974,1.000,0.620,3.000
152.000,2.617,6.420,1.000,0.560,3.000
1709.000,2.540,6.797,1.000,0.540,1.000
1872.000,2.776,6.835,1.000,0.510,1.000
2275.000,2.521,5.910,1.000,0.620,3.000
5546.000,2.370,6.307,1.000,0.660,2.000
564.000,2.646,5.988,1.000,0.530,1.000
1042.000,2.603,5.521,1.000,0.600,3.000
106.000,2.633,5.935,1.000,0.620,3.000
845.000,2.685,6.480,1.000,0.530,1.000
1476.000,2.601,6.417,1.000,0.520,1.000
16355.000,2.598,5.591,1.000,0.660,2.000
1185.000,2.569,6.192,1.000,0.560,3.000
1112.000,2.860,5.779,1.000,0.520,1.000
171.000,2.704,6.633,1.000,0.510,1.000
1602.000,2.585,6.415,1.000,0.560,3.000
465.000,2.570,6.515,1.000,0.570,3.000
10358.000,2.239,6.358,1.000,0.590,3.000
941.000,2.487,6.345,1.000,0.380,4.000
5780.000,2.475,6.224,1.000,0.500,1.000
3156.000,2.788,5.535,1.000,0.330,4.000
6883.000,2.505,5.508,1.000,0.620,3.000
1028.000,2.632,5.742,1.000,0.460,1.000
198.000,2.780,6.747,1.000,0.540,1.000
1232.000,2.434,6.553,1.000,0.600,3.000
1132.000,2.610,5.875,1.000,0.560,3.000
1411.000,2.440,6.949,1.000,0.580,3.000
2893.000,2.499,6.887,1.000,0.610,3.000
1556.000,2.487,6.429,1.000,0.570,3.000
1353.000,2.683,6.185,1.000,0.460,1.000
4363.000,2.660,6.127,1.000,0.250,4.000
4890.000,2.686,6.528,1.000,0.470,1.000
1934.000,2.573,6.420,1.000,0.640,3.000
2019.000,2.718,6.654,1.000,0.510,1.000
2367.000,2.645,5.946,1.000,0.540,1.000
1167.000,2.662,7.163,1.000,0.490,1.000
2605.000,2.852,5.933,1.000,0.470,1.000
1453.000,2.063,5.819,1.000,0.690,2.000
1292.000,2.607,6.780,1.000,0.580,3.000
1728.000,2.615,6.177,1.000,0.370,4.000
2907.000,2.928,6.705,1.000,0.610,3.000
1936.000,2.453,5.864,1.000,0.430,4.000
1473.000,2.515,5.627,1.000,0.440,4.000
1115.000,2.580,6.374,1.000,0.530,1.000
1347.000,2.568,5.885,1.000,0.580,3.000
2792.000,2.434,6.651,1.000,0.580,3.000
1149.000,2.411,6.581,1.000,0.610,3.000
1141.000,2.506,6.168,1.000,0.540,1.000
2571.000,2.771,6.102,1.000,0.460,1.000
1312.000,2.630,6.269,1.000,0.540,1.000
1474.000,2.735,6.317,1.000,0.580,3.000
1263.000,2.732,6.823,1.000,0.670,2.000
3122.000,2.465,5.986,1.000,0.430,4.000
2522.000,2.587,6.046,1.000,0.530,1.000
273.000,2.890,6.806,1.000,0.490,1.000
2287.000,2.540,6.280,1.000,0.460,1.000
1092.000,2.756,6.950,1.000,0.380,4.000
1298.000,2.474,5.781,1.000,0.400,4.000
2361.000,2.620,6.359,1.000,0.500,1.000
6675.000,2.599,5.799,1.000,0.630,3.000
6819.000,2.551,5.799,1.000,0.540,1.000
1719.000,2.450,6.301,1.000,0.610,3.000
953.000,2.650,6.128,1.000,0.430,4.000
273.000,2.807,6.517,1.000,0.570,3.000
1269.000,2.470,6.275,1.000,0.600,3.000
837.000,2.555,6.152,1.000,0.550,1.000
525.000,2.804,5.316,1.000,0.360,4.000
653.000,2.622,7.003,1.000,0.560,3.000
5379.000,2.360,6.004,1.000,0.470,1.000
1099.000,2.450,6.091,1.000,0.360,4.000
1.000,2.539,5.890,1.000,0.380,4.000
1124.000,2.785,5.850,1.000,0.440,4.000
77.000,2.696,7.035,1.000,0.420,4.000
6137.000,2.667,6.568,1.000,0.500,1.000
1384.000,2.735,6.566,1.000,0.650,3.000
1258.000,2.650,7.087,1.000,0.620,3.000
18411.000,2.850,6.849,1.000,0.630,3.000
4015.000,2.604,6.067,1.000,0.480,1.000
872.000,2.623,6.571,1.000,0.560,3.000
4216.000,2.415,6.648,1.000,0.410,4.000
1445.000,2.183,6.547,1.000,0.610,3.000
4278.000,2.648,5.579,1.000,0.540,1.000
1857.000,2.679,6.459,1.000,0.530,1.000
1674.000,2.660,6.702,1.000,0.410,4.000
2966.000,2.290,6.127,1.000,0.520,1.000
3869.000,2.720,6.436,1.000,0.450,1.000
3890.000,2.748,6.004,1.000,0.610,3.000
2833.000,2.660,6.023,1.000,0.580,3.000
1886.000,2.755,6.413,1.000,0.350,4.000
1443.000,2.639,6.497,1.000,0.370,4.000
474.000,2.612,7.195,1.000,0.480,1.000
3861.000,2.610,5.956,1.000,0.370,4.000
4331.000,2.357,6.403,1.000,0.560,3.000
34.000,2.517,6.785,1.000,0.690,2.000
1505.000,2.656,6.030,1.000,0.530,1.000
4062.000,2.711,6.399,1.000,0.650,3.000
7112.000,2.964,5.884,1.000,0.290,4.000
6824.000,2.726,6.117,1.000,0.480,1.000
2640.000,2.451,6.167,1.000,0.510,1.000
1214.000,2.818,6.113,1.000,0.550,1.000
1312.000,2.431,5.974,1.000,0.480,1.000
249.000,2.720,5.913,1.000,0.350,4.000
944.000,2.701,6.684,1.000,0.610,3.000
181.000,2.546,6.784,1.000,0.580,3.000
1453.000,2.638,6.810,1.000,0.520,1.000
391.000,2.573,6.873,1.000,0.470,1.000
2770.000,2.558,6.351,1.000,0.690,2.000
6430.000,2.820,5.545,1.000,0.620,3.000
154.000,2.409,6.065,1.000,0.380,4.000
4037.000,2.640,6.236,1.000,0.590,3.000
56.000,2.443,6.371,1.000,0.560,3.000
1262.000,2.480,6.145,1.000,0.550,1.000
1513.000,2.680,5.926,1.000,0.470,1.000
5123.000,2.583,6.084,1.000,0.450,1.000
4251.000,2.668,6.470,1.000,0.580,3.000
4464.000,2.590,6.689,1.000,0.450,1.000
1578.000,2.432,6.289,1.000,0.490,1.000
13296.000,2.519,6.158,1.000,0.580,3.000
1201.000,2.644,6.564,1.000,0.400,4.000
180.000,2.575,6.526,1.000,0.600,3.000
1751.000,2.725,5.868,1.000,0.550,1.000
1153.000,2.719,6.979,1.000,0.550,1.000
2012.000,2.770,6.584,1.000,0.660,2.000
1334.000,2.493,7.176,1.000,0.580,3.000
7340.000,2.405,6.100,1.000,0.490,1.000
2756.000,2.690,5.347,1.000,0.680,2.000
1499.000,2.600,6.322,1.000,0.470,1.000
3172.000,2.791,6.613,1.000,0.500,1.000
1397.000,2.544,6.110,1.000,0.480,1.000
1669.000,2.812,6.777,1.000,0.330,4.000
42.000,2.620,6.104,1.000,0.520,1.000
1504.000,2.628,6.589,1.000,0.550,1.000
1620.000,2.683,5.615,1.000,0.390,4.000
1713.000,2.775,5.994,1.000,0.550,1.000
1820.000,2.665,6.653,1.000,0.580,3.000
21.000,2.699,6.768,1.000,0.630,3.000
2343.000,2.437,6.483,1.000,0.560,3.000
1064.000,2.815,6.663,1.000,0.580,3.000
3056.000,2.580,6.669,1.000,0.560,3.000
1496.000,2.789,6.512,1.000,0.520,1.000
1954.000,2.657,6.581,1.000,0.570,3.000
13.000,2.377,6.115,1.000,0.590,3.000
1558.000,2.700,6.180,1.000,0.510,1.000
1329.000,2.550,5.621,1.000,0.570,3.000
4497.000,2.873,7.151,1.000,0.540,1.000
2118.000,2.720,6.710,1.000,0.500,1.000
996.000,2.518,5.850,1.000,0.510,1.000
4594.000,2.730,6.352,1.000,0.670,2.000
1828.000,2.520,5.858,1.000,0.270,4.000
2936.000,2.489,6.047,1.000,0.450,1.000
67.000,2.445,6.391,1.000,0.390,4.000
18420.000,2.881,6.652,1.000,0.700,2.000
1412.000,2.915,6.301,1.000,0.530,1.000
4629.000,2.571,6.349,1.000,0.400,4.000
1042.000,2.543,6.288,1.000,0.550,1.000
3918.000,2.458,5.719,1.000,0.630,3.000
1316.000,2.502,6.682,1.000,0.480,1.000
1634.000,2.649,6.596,1.000,0.600,3.000
994.000,2.768,6.807,1.000,0.660,2.000
4958.000,2.666,6.896,1.000,0.480,1.000
17993.000,2.459,6.062,1.000,0.270,4.000
3765.000,2.526,6.052,1.000,0.470,1.000
1115.000,2.518,5.794,1.000,0.400,4.000
2560.000,2.683,6.343,1.000,0.500,1.000
1703.000,2.455,6.212,1.000,0.610,3.000
926.000,2.330,6.575,1.000,0.520,1.000
4867.000,2.508,6.047,1.000,0.430,4.000
2899.000,2.740,6.712,1.000,0.510,1.000
3113.000,2.525,5.629,1.000,0.480,1.000
1769.000,2.566,6.203,1.000,0.560,3.000
233.000,2.701,6.872,1.000,0.460,1.000
954.000,2.578,6.951,1.000,0.630,3.000
592.000,2.568,5.875,1.000,0.570,3.000
108.000,2.463,6.362,1.000,0.500,1.000
5543.000,2.850,6.681,1.000,0.540,1.000
5886.000,2.864,6.415,1.000,0.600,3.000
1572.000,2.331,6.202,1.000,0.570,3.000
1164.000,2.481,6.518,1.000,0.410,4.000
1743.000,2.523,6.003,1.000,0.520,1.000
4057.000,2.670,6.527,1.000,0.560,3.000
1142.000,3.053,6.777,1.000,0.680,2.000
1656.000,2.453,7.219,1.000,0.550,1.000
2581.000,2.574,6.266,1.000,0.500,1.000
2938.000,2.595,6.333,1.000,0.540,1.000
1600.000,2.510,6.673,1.000,0.640,3.000
1669.000,2.526,5.967,1.000,0.520,1.000
212.000,2.429,6.000,1.000,0.620,3.000
1371.000,2.597,6.504,1.000,0.550,1.000
2608.000,2.652,5.723,1.000,0.520,1.000
5598.000,2.614,6.267,1.000,0.400,4.000
1237.000,2.660,5.947,1.000,0.530,1.000
1323.000,2.593,6.585,1.000,0.550,1.000
261.000,2.635,6.135,1.000,0.410,4.000
5423.000,2.665,5.596,1.000,0.410,4.000
1526.000,2.493,5.789,1.000,0.560,3.000
4002.000,2.623,5.686,1.000,0.610,3.000
1191.000,2.694,5.950,1.000,0.710,2.000
36.000,2.655,6.567,1.000,0.470,1.000
1839.000,2.824,6.934,1.000,0.630,3.000
6013.000,2.636,5.983,1.000,0.560,3.000
563.000,2.128,5.808,1.000,0.490,1.000
3061.000,2.690,5.845,1.000,0.430,4.000
1802.000,2.767,6.993,1.000,0.450,1.000
1444.000,2.386,5.265,1.000,0.530,1.000
4959.000,2.641,5.919,1.000,0.480,1.000
1260.000,2.694,6.850,1.000,0.680,2.000
1320.000,2.163,5.993,1.000,0.550,1.000
1575.000,2.755,6.098,1.000,0.470,1.000
669.000,2.929,6.135,1.000,0.540,1.000
6126.000,2.516,6.684,1.000,0.570,3.000
3878.000,2.536,7.311,1.000,0.450,1.000
2987.000,2.497,5.785,1.000,0.490,1.000
2541.000,2.561,7.219,1.000,0.650,3.000
1479.000,2.705,5.591,1.000,0.490,1.000
1388.000,2.853,6.995,1.000,0.620,3.000
34.000,2.591,6.085,1.000,0.450,1.000
1523.000,2.580,6.067,1.000,0.660,2.000
35.000,2.766,6.447,1.000,0.560,3.000
2869.000,2.843,5.766,1.000,0.560,3.000
5586.000,2.770,6.056,1.000,0.500,1.000
1498.000,2.125,5.248,1.000,0.670,2.000
1770.000,2.473,5.816,1.000,0.510,1.000
1143.000,2.255,6.300,1.000,0.500,1.000
1694.000,2.750,6.107,1.000,0.480,1.000
7098.000,2.440,5.511,1.000,0.590,3.000
1604.000,2.513,7.149,1.000,0.640,3.000
1387.000,2.522,6.576,1.000,0.580,3.000
1051.000,2.987,6.799,1.000,0.580,3.000
1100.000,2.723,5.907,1.000,0.510,1.000
4484.000,2.523,6.085,1.000,0.550,1.000
1096.000,2.664,5.421,1.000,0.600,3.000
3120.000,2.628,6.221,1.000,0.480,1.000
1203.000,2.528,6.458,1.000,0.580,3.000
98.000,2.704,6.145,1.000,0.530,1.000
38.000,2.680,6.607,1.000,0.480,1.000
2918.000,2.741,6.261,1.000,0.620,3.000
1286.000,2.691,6.213,1.000,0.650,3.000
1834.000,2.439,6.750,1.000,0.600,3.000
35.000,2.649,6.506,1.000,0.550,1.000
1855.000,2.481,6.219,1.000,0.580,3.000
1523.000,2.441,6.820,1.000,0.300,4.000
1132.000,2.664,6.574,1.000,0.650,3.000
1416.000,2.220,6.689,1.000,0.600,3.000
6159.000,2.594,6.234,1.000,0.570,3.000
4628.000,2.770,6.383,1.000,0.590,3.000
6486.000,2.706,6.798,1.000,0.490,1.000
110.000,2.410,6.100,1.000,0.520,1.000
1255.000,2.808,6.879,1.000,0.490,1.000
1387.000,2.946,6.393,1.000,0.520,1.000
1172.000,2.597,6.043,1.000,0.530,1.000
1512.000,2.688,6.114,1.000,0.560,3.000
5697.000,2.781,6.166,1.000,0.500,1.000
1623.000,2.687,5.384,1.000,0.470,1.000
1787.000,2.409,5.834,1.000,0.540,1.000
2467.000,2.811,6.002,1.000,0.560,3.000
595.000,2.606,6.245,1.000,0.510,1.000
2372.000,2.533,7.011,1.000,0.620,3.000
2799.000,2.677,6.530,1.000,0.450,1.000
1784.000,2.767,6.877,1.000,0.670,2.000
2643.000,2.579,6.313,1.000,0.510,1.000
1306.000,2.560,5.676,1.000,0.410,4.000
2488.000,2.364,6.345,1.000,0.570,3.000
2992.000,2.540,6.114,1.000,0.620,3.000
1944.000,2.749,6.167,1.000,0.570,3.000
2713.000,2.607,6.120,1.000,0.500,1.000
6159.000,2.594,6.234,1.000,0.570,3.000
5264.000,2.604,5.358,1.000,0.560,3.000
3152.000,2.581,6.610,1.000,0.600,3.000
2675.000,2.590,6.327,1.000,0.490,1.000
1816.000,2.540,6.101,1.000,0.520,1.000
303.000,2.474,6.004,1.000,0.530,1.000
1443.000,2.638,6.027,1.000,0.540,1.000
992.000,2.660,6.928,1.000,0.440,4.000
1461.000,2.517,5.968,1.000,0.550,1.000
5946.000,2.637,5.965,1.000,0.400,4.000
1234.000,2.580,6.272,1.000,0.440,4.000
5396.000,2.406,6.053,1.000,0.520,1.000
873.000,2.584,6.319,1.000,0.660,2.000
2967.000,2.796,6.801,1.000,0.570,3.000
2613.000,2.509,6.463,1.000,0.510,1.000
1036.000,2.632,5.538,1.000,0.540,1.000
7079.000,2.294,5.562,1.000,0.570,3.000
1218.000,2.819,6.239,1.000,0.390,4.000
2534.000,2.835,6.411,1.000,0.530,1.000
1042.000,2.543,6.288,1.000,0.550,1.000
1806.000,2.935,6.949,1.000,0.580,3.000
19686.000,2.849,6.224,1.000,0.670,2.000
575.000,2.674,5.981,1.000,0.640,3.000
1666.000,2.568,5.769,1.000,0.530,1.000
1076.000,2.542,5.832,1.000,0.440,4.000
1608.000,2.597,6.162,1.000,0.590,3.000
1154.000,2.211,5.348,1.000,0.520,1.000
1809.000,2.543,6.022,1.000,0.490,1.000
968.000,2.558,6.223,1.000,0.560,3.000
1194.000,2.812,5.962,1.000,0.630,3.000
1738.000,2.851,6.438,1.000,0.470,1.000
1447.000,2.433,6.464,1.000,0.540,1.000
1502.000,2.664,5.754,1.000,0.590,3.000
3447.000,2.602,5.896,1.000,0.480,1.000
20085.000,2.722,6.123,1.000,0.590,3.000
463.000,2.757,6.085,1.000,0.550,1.000
1503.000,2.678,5.779,1.000,0.430,4.000
3026.000,2.664,6.933,1.000,0.650,3.000
1549.000,2.390,6.423,1.000,0.520,1.000
5832.000,2.727,6.078,1.000,0.560,3.000
1452.000,2.823,6.705,1.000,0.670,2.000
2509.000,2.689,6.560,1.000,0.540,1.000
1335.000,2.682,6.705,1.000,0.490,1.000
1298.000,2.602,6.283,1.000,0.600,3.000
5772.000,2.671,5.661,1.000,0.500,1.000
3051.000,2.430,7.116,1.000,0.440,4.000
5841.000,2.548,6.120,1.000,0.360,4.000
7101.000,2.602,6.608,1.000,0.530,1.000
1505.000,2.656,6.030,1.000,0.530,1.000
1407.000,2.510,6.265,1.000,0.610,3.000
172.000,2.531,6.793,1.000,0.600,3.000
1400.000,2.771,6.834,1.000,0.620,3.000
457.000,2.479,6.591,1.000,0.530,1.000
1467.000,2.800,5.493,1.000,0.550,1.000
1316.000,2.662,6.298,1.000,0.570,3.000
4830.000,2.393,6.795,1.000,0.530,1.000
2682.000,2.493,6.943,1.000,0.630,3.000
3848.000,2.839,6.185,1.000,0.450,1.000
3537.000,2.578,6.087,1.000,0.500,1.000
2882.000,2.658,6.435,1.000,0.540,1.000
1367.000,2.646,6.115,1.000,0.540,1.000
1818.000,2.674,5.592,1.000,0.540,1.000
20072.000,2.788,6.424,1.000,0.660,2.000
1572.000,2.573,6.711,1.000,0.520,1.000
3001.000,2.454,6.636,1.000,0.590,3.000
2667.000,2.708,5.843,1.000,0.510,1.000
778.000,2.652,6.092,1.000,0.430,4.000
1741.000,2.634,6.799,1.000,0.410,4.000
2967.000,2.575,6.239,1.000,0.560,3.000
1823.000,2.646,6.084,1.000,0.440,4.000
164.000,2.445,6.219,1.000,0.590,3.000
3105.000,2.659,6.662,1.000,0.640,3.000
2533.000,2.571,5.973,1.000,0.310,4.000
2942.000,2.627,6.344,1.000,0.480,1.000
882.000,2.446,5.886,1.000,0.560,3.000
1618.000,2.499,6.075,1.000,0.490,1.000
7076.000,2.637,6.494,1.000,0.580,3.000
108.000,2.301,6.298,1.000,0.510,1.000
1803.000,2.594,6.050,1.000,0.420,4.000
982.000,2.563,6.259,1.000,0.560,3.000
3302.000,2.522,5.579,1.000,0.570,3.000
1680.000,2.698,5.893,1.000,0.550,1.000
2059.000,2.391,6.800,1.000,0.490,1.000
1625.000,2.355,6.000,1.000,0.550,1.000
1413.000,2.871,6.432,1.000,0.540,1.000
2829.000,2.548,5.635,1.000,0.540,1.000
3910.000,2.696,6.471,1.000,0.490,1.000
1411.000,2.747,6.472,1.000,0.630,3.000
1261.000,2.615,6.870,1.000,0.610,3.000
4098.000,2.246,6.129,1.000,0.510,1.000
2723.000,2.460,7.149,1.000,0.680,2.000
1206.000,2.570,6.535,1.000,0.400,4.000
1412.000,2.716,6.570,1.000,0.620,3.000
1651.000,2.540,5.860,1.000,0.510,1.000
3168.000,2.605,5.571,1.000,0.510,1.000
4157.000,2.680,6.184,1.000,0.550,1.000
3889.000,2.680,5.650,1.000,0.530,1.000
123.000,2.634,5.653,1.000,0.520,1.000
6130.000,2.218,6.537,1.000,0.480,1.000
2470.000,2.490,6.119,1.000,0.550,1.000
1463.000,2.592,5.558,1.000,0.550,1.000
3750.000,2.572,6.157,1.000,0.530,1.000
1129.000,2.561,6.504,1.000,0.380,4.000
3215.000,2.487,6.104,1.000,0.630,3.000
2723.000,2.460,7.149,1.000,0.680,2.000
1205.000,2.607,6.422,1.000,0.560,3.000
4087.000,2.578,6.471,1.000,0.340,4.000
942.000,2.625,6.989,1.000,0.610,3.000
2265.000,2.575,6.768,1.000,0.570,3.000
1545.000,2.690,6.522,1.000,0.370,4.000
602.000,2.395,6.289,1.000,0.630,3.000
2722.000,2.674,5.900,1.000,0.410,4.000
1023.000,2.648,6.336,1.000,0.340,4.000
1167.000,2.522,6.306,1.000,0.610,3.000
1387.000,2.827,6.936,1.000,0.540,1.000
1878.000,2.593,7.008,1.000,0.600,3.000
3113.000,2.609,6.183,1.000,0.480,1.000
1293.000,2.566,6.117,1.000,0.460,1.000
6938.000,2.599,5.945,1.000,0.380,4.000
1429.000,2.769,6.438,1.000,0.490,1.000
1611.000,2.600,6.055,1.000,0.580,3.000
1358.000,2.641,6.364,1.000,0.470,1.000
1284.000,2.728,6.093,1.000,0.300,4.000
1560.000,2.510,6.284,1.000,0.580,3.000
1093.000,2.638,6.631,1.000,0.590,3.000
4296.000,2.442,6.068,1.000,0.540,1.000
416.000,2.430,6.036,1.000,0.470,1.000
1370.000,2.814,5.920,1.000,0.600,3.000
843.000,2.817,5.990,1.000,0.590,3.000
2278.000,2.653,6.348,1.000,0.580,3.000
2788.000,2.531,6.188,1.000,0.360,4.000
1050.000,2.924,6.807,1.000,0.470,1.000
410.000,2.452,6.158,1.000,0.470,1.000
2708.000,2.931,5.939,1.000,0.510,1.000
77.000,2.375,6.560,1.000,0.550,1.000
1696.000,2.320,6.184,1.000,0.540,1.000
4061.000,2.872,6.145,1.000,0.570,3.000
3198.000,2.702,5.952,1.000,0.620,3.000
1029.000,2.788,6.775,1.000,0.540,1.000
1161.000,2.647,6.443,1.000,0.620,3.000
2935.000,2.532,6.733,1.000,0.520,1.000
1665.000,2.749,6.377,1.000,0.540,1.000
7112.000,2.964,5.884,1.000,0.290,4.000
1632.000,2.344,5.814,1.000,0.500,1.000
1958.000,2.608,6.349,1.000,0.580,3.000
9765.000,2.812,6.319,1.000,0.550,1.000
1034.000,2.991,6.772,1.000,0.440,4.000
2696.000,2.669,6.051,1.000,0.440,4.000
4168.000,2.639,5.598,1.000,0.430,4.000
1531.000,2.513,6.475,1.000,0.580,3.000
1636.000,2.520,6.744,1.000,0.510,1.000
6082.000,2.566,6.932,1.000,0.610,3.000
2283.000,2.571,5.844,1.000,0.410,4.000
1453.000,2.610,6.639,1.000,0.480,1.000
9737.000,2.309,6.116,1.000,0.620,3.000
105.000,2.633,6.709,1.000,0.600,3.000
1606.000,2.480,6.308,1.000,0.600,3.000
5473.000,2.630,5.875,1.000,0.530,1.000
209.000,2.571,6.329,1.000,0.480,1.000
230.000,2.256,6.031,1.000,0.530,1.000
186.000,2.740,6.190,1.000,0.560,3.000
2830.000,2.682,5.664,1.000,0.480,1.000
1254.000,2.594,6.054,1.000,0.530,1.000
4101.000,2.551,5.620,1.000,0.720,2.000
1422.000,2.515,5.956,1.000,0.630,3.000
1302.000,2.698,5.348,1.000,0.490,1.000
461.000,2.526,6.430,1.000,0.620,3.000
1268.000,2.325,6.325,1.000,0.360,4.000
3235.000,2.715,6.115,1.000,0.590,3.000
1936.000,2.473,6.221,1.000,0.580,3.000
4223.000,2.908,6.616,1.000,0.580,3.000
987.000,2.800,6.902,1.000,0.680,2.000
4072.000,2.597,5.963,1.000,0.440,4.000
2694.000,2.645,5.638,1.000,0.470,1.000
18332.000,2.568,6.564,1.000,0.520,1.000
3917.000,2.693,6.653,1.000,0.400,4.000
41.000,2.966,6.840,1.000,0.570,3.000
1427.000,2.610,6.611,1.000,0.530,1.000
2442.000,2.743,5.755,1.000,0.430,4.000
8579.000,2.666,6.347,1.000,0.640,3.000
1427.000,2.673,6.554,1.000,0.580,3.000
1548.000,2.520,6.150,1.000,0.530,1.000
2697.000,2.821,6.372,1.000,0.480,1.000
