time_betw_scan_hours,CA,YM,2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,40/25 mM glu/lac lav O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2,50 mM Mannose,35 mM Glycolsyre,2 mM PAM
983.000,2.468,7.000,2.140,11.900,39.000,36.720,357.000,12.000,-2.280,13.590,-0.700,-0.020
340.000,3.000,7.000,2.060,11.500,36.100,32.630,503.000,12.500,-3.470,11.500,-0.060,0.000
912.000,3.000,5.000,2.000,10.400,40.060,37.020,1211.000,7.200,-3.040,12.780,-0.230,0.010
928.000,3.000,6.000,2.020,10.200,41.190,41.050,1028.000,5.200,-0.140,9.160,-0.010,0.010
107.000,3.000,7.000,2.050,9.600,38.220,34.570,541.000,12.300,-3.650,10.690,-0.140,-0.020
873.000,2.000,6.000,2.040,10.000,37.970,35.400,1030.000,7.900,-2.570,11.990,-0.090,-0.040
2075.000,3.000,6.000,2.060,10.600,41.740,40.910,1143.000,6.600,-0.830,11.380,-0.280,-0.010
1540.000,2.552,7.000,2.020,10.800,37.760,36.210,177.000,11.900,-1.550,12.160,0.000,0.010
1609.000,3.000,6.000,2.260,8.200,37.990,31.570,590.000,6.300,-6.420,10.910,-0.020,0.020
4636.000,2.627,6.653,2.170,8.600,36.450,32.770,325.000,12.100,-3.680,11.550,-0.500,-0.100
2527.000,3.000,7.000,1.900,12.800,41.430,40.880,129.000,6.500,-0.550,11.740,-0.480,-0.210
1454.000,3.000,7.000,1.700,6.700,30.560,28.690,920.000,10.100,-1.870,10.550,-0.320,-0.070
251.000,2.000,7.000,2.560,8.100,35.230,29.410,606.000,6.600,-5.820,11.510,-0.010,0.020
3044.000,3.000,7.000,1.960,11.400,40.950,40.620,264.000,11.400,-0.330,9.970,-0.250,-0.080
1439.000,2.657,6.000,2.180,10.800,37.890,35.600,695.000,12.000,-2.290,14.760,-0.250,-0.030
10137.000,2.645,6.000,2.000,11.600,41.050,40.650,190.000,6.000,-0.400,8.370,-0.770,-0.100
1894.000,2.730,7.000,1.990,14.000,39.690,39.720,218.000,11.700,0.030,12.300,-0.810,-0.040
1935.000,2.000,5.000,2.040,9.800,41.190,39.760,1104.000,5.400,-1.430,9.910,-0.300,0.000
1332.000,2.570,6.000,2.020,9.800,41.990,41.540,1093.000,5.700,-0.450,15.380,-0.010,0.030
118.000,2.000,7.000,1.960,12.400,38.490,35.700,425.000,22.200,-2.790,13.920,-0.330,-0.170
1618.000,2.650,7.000,1.980,10.000,36.730,33.160,685.000,11.700,-3.570,15.250,-0.330,-0.070
264.000,3.000,6.000,1.680,14.800,41.210,40.410,192.000,7.000,-0.800,10.220,-0.410,-0.270
1186.000,3.000,7.000,1.900,8.100,33.840,31.930,497.000,16.600,-1.910,8.690,-0.080,-0.060
1851.000,2.000,7.000,2.070,9.500,37.620,34.970,415.000,16.500,-2.650,12.180,-0.680,-0.290
1350.000,3.000,7.000,2.170,10.700,37.190,35.720,285.000,16.100,-1.470,11.630,-0.300,-0.010
1182.000,3.000,6.000,2.130,11.500,36.470,33.750,428.000,12.500,-2.720,12.150,-0.020,0.000
1613.000,3.000,7.000,2.290,10.100,35.110,31.720,398.000,15.700,-3.390,12.840,-0.400,-0.050
1536.000,2.000,7.000,2.090,8.700,35.140,30.230,548.000,17.000,-4.910,14.600,-0.220,-0.050
1290.000,3.000,6.000,1.980,9.200,41.120,38.610,1113.000,5.200,-2.510,13.840,-0.200,-0.050
142.000,3.000,6.000,1.990,9.200,41.260,39.350,1175.000,5.200,-1.910,12.740,-0.100,-0.030
1372.000,3.000,7.000,1.810,11.000,40.960,39.010,253.000,13.400,-1.950,12.140,-0.380,-0.090
4535.000,3.000,5.000,1.940,10.200,40.840,39.800,1083.000,6.900,-1.040,13.010,-0.070,-0.040
927.000,3.000,6.000,2.010,10.400,41.060,40.080,1158.000,5.400,-0.980,10.450,-0.090,0.000
182.000,2.939,6.000,1.950,15.100,40.810,40.500,287.000,5.300,-0.310,11.420,-0.130,-0.070
1013.000,3.000,7.000,1.460,14.900,41.050,40.840,125.000,8.200,-0.210,12.630,-0.510,-0.320
240.000,3.000,7.000,2.180,9.800,36.850,34.300,341.000,13.000,-2.550,13.060,-0.140,-0.060
21.000,2.633,7.000,2.250,8.600,33.000,27.590,579.000,10.200,-5.410,11.400,-0.100,-0.040
244.000,2.748,7.000,1.620,9.400,35.140,35.540,372.000,10.500,0.400,9.290,-0.840,-0.320
2462.000,3.000,6.000,2.090,8.800,37.730,34.330,1298.000,9.600,-3.400,12.430,-0.470,-0.010
1728.000,3.000,6.000,2.080,10.100,40.720,39.260,694.000,6.600,-1.460,9.720,-0.740,-0.280
1634.000,3.000,6.000,1.980,9.500,41.330,39.640,1199.000,6.000,-1.690,12.400,-0.020,0.020
2970.000,2.771,7.000,2.050,9.900,37.470,33.830,529.000,12.000,-3.640,11.380,-0.270,-0.080
39.000,3.000,7.000,2.030,11.000,41.340,40.370,345.000,11.400,-0.970,13.670,-0.040,-0.020
1132.000,3.000,6.000,2.010,11.400,41.560,40.710,1044.000,5.600,-0.850,12.700,-0.040,-0.010
28.000,2.419,6.000,1.980,10.200,42.120,40.780,1003.000,5.600,-1.340,11.680,-0.050,-0.160
1412.000,3.000,7.000,2.180,11.500,38.520,36.030,488.000,12.200,-2.490,12.420,-0.230,-0.090
778.000,2.700,7.000,2.120,10.600,39.250,38.590,315.000,11.400,-0.660,14.130,-0.230,-0.030
3034.000,2.000,7.000,2.120,10.400,37.050,35.030,261.000,13.000,-2.020,12.500,-0.300,-0.150
1134.000,3.000,7.000,2.060,11.700,38.250,33.630,254.000,16.300,-4.620,11.670,-0.850,-0.170
1738.000,3.000,7.000,2.130,9.000,37.360,35.050,421.000,11.400,-2.310,11.710,-0.180,-0.010
1382.000,3.000,7.000,1.950,10.100,39.860,34.770,392.000,15.000,-5.090,12.750,-0.510,-0.040
957.000,3.000,7.000,1.770,11.400,41.780,40.400,216.000,11.300,-1.380,12.200,-0.280,-0.120
196.000,2.000,6.000,1.980,9.800,42.090,41.300,1106.000,4.600,-0.790,12.120,-0.150,-0.030
1616.000,2.589,7.000,2.020,12.400,39.690,37.370,415.000,11.800,-2.320,11.510,-0.600,-0.060
7854.000,2.776,7.000,2.070,9.700,37.840,32.750,539.000,13.600,-5.090,11.460,-0.240,-0.050
4017.000,3.000,6.000,1.850,6.500,32.870,30.550,772.000,10.400,-2.320,8.280,-0.100,-0.010
2989.000,2.676,7.000,1.960,11.400,39.550,37.280,253.000,12.700,-2.270,12.070,-0.790,-0.170
1120.000,2.690,5.000,2.120,9.700,37.960,34.700,1022.000,5.400,-3.260,13.640,-0.070,-0.010
1737.000,3.014,6.000,2.180,9.000,38.770,35.660,400.000,13.000,-3.110,13.940,-1.240,-0.090
75.000,3.000,7.000,2.130,10.300,35.890,32.400,382.000,15.000,-3.490,13.970,-0.320,-0.110
3406.000,2.000,6.000,2.000,9.800,38.620,36.770,302.000,11.600,-1.850,14.020,-0.310,-0.030
836.000,2.790,5.000,2.070,10.200,34.400,29.260,1089.000,10.700,-5.140,14.850,-0.840,-0.310
3244.000,2.000,7.000,1.450,12.400,41.040,39.290,89.000,13.100,-1.750,16.850,-1.120,-0.290
1457.000,3.000,7.021,2.040,10.500,37.430,34.920,272.000,14.600,-2.510,13.500,-0.820,-0.050
1749.000,2.000,6.000,2.080,13.700,35.980,31.580,450.000,10.800,-4.400,12.080,-0.160,-0.020
2695.000,3.000,7.000,2.270,10.400,34.760,31.620,455.000,7.300,-3.140,11.820,-0.050,0.000
1414.000,2.525,7.000,1.690,11.700,40.560,40.190,185.000,7.100,-0.370,13.070,-0.030,-0.030
1031.000,3.000,7.000,2.010,13.100,39.520,37.370,402.000,12.300,-2.150,11.770,-0.330,-0.060
124.000,2.000,6.000,1.990,9.500,42.250,40.460,1128.000,6.300,-1.790,14.940,-0.590,-0.280
1371.000,3.000,7.000,1.880,11.200,39.620,36.690,348.000,11.300,-2.930,14.660,-0.020,-0.040
1971.000,3.000,7.000,1.640,10.000,40.400,37.950,369.000,11.400,-2.450,12.290,-0.450,-0.130
1727.000,3.000,7.000,1.950,13.700,40.780,40.220,122.000,10.800,-0.560,12.020,-0.200,-0.120
1634.000,2.494,6.000,2.060,13.500,41.900,41.100,153.000,9.400,-0.800,9.480,-0.460,-0.090
302.000,3.000,6.000,1.950,11.400,40.940,40.570,143.000,7.600,-0.370,12.990,-0.480,-0.170
2363.000,3.000,7.000,2.140,11.400,39.140,38.130,286.000,11.800,-1.010,13.140,-0.020,0.010
314.000,2.000,7.000,2.060,11.500,39.220,38.280,276.000,12.500,-0.940,11.850,0.000,0.000
73.000,3.000,7.000,1.930,11.900,38.850,36.550,279.000,14.000,-2.300,13.010,-0.690,-0.160
7084.000,3.000,6.000,1.960,9.400,36.990,35.470,369.000,11.600,-1.520,9.470,-0.400,-0.170
1324.000,2.000,7.000,2.040,11.200,33.950,29.300,313.000,15.000,-4.650,11.430,-1.190,-0.030
1724.000,3.000,7.000,1.850,11.000,39.810,38.050,195.000,8.100,-1.760,10.530,-0.440,-0.290
1518.000,3.000,7.000,2.300,10.000,37.140,34.330,237.000,18.400,-2.810,15.330,-0.090,0.020
1003.000,3.000,6.000,1.970,9.600,41.540,40.600,1045.000,4.300,-0.940,9.450,0.000,0.030
4479.000,3.000,7.000,2.170,8.600,33.560,28.800,449.000,22.300,-4.760,13.770,-0.380,-0.040
1416.000,3.000,7.000,1.890,10.600,41.160,38.590,285.000,12.300,-2.570,11.070,-0.560,-0.100
1265.000,2.000,7.000,1.930,12.100,40.320,39.990,171.000,11.100,-0.330,11.710,-0.330,-0.140
4429.000,3.000,7.000,1.770,10.200,39.310,36.540,420.000,11.400,-2.770,10.630,-0.930,-0.290
5606.000,3.000,7.000,1.990,8.800,37.570,34.610,644.000,13.500,-2.960,14.170,-0.080,-0.020
908.000,2.000,6.000,2.080,10.200,40.790,38.770,1111.000,5.600,-2.020,13.000,-0.070,0.030
1486.000,3.000,7.000,1.840,11.000,41.100,40.740,172.000,6.900,-0.360,13.440,-0.250,-0.180
1417.000,3.000,5.000,2.090,9.600,41.460,39.160,1387.000,6.100,-2.300,14.290,-0.240,-0.060
6684.000,3.000,5.000,2.190,9.200,39.030,36.580,1103.000,6.300,-2.450,8.580,-0.060,0.020
975.000,3.000,6.000,2.220,9.100,36.990,29.720,821.000,10.100,-7.270,8.960,-0.820,-0.290
7093.000,2.000,6.000,2.230,8.400,37.420,33.210,677.000,11.800,-4.210,11.480,-0.320,-0.140
62.000,2.693,7.000,2.110,10.900,41.060,40.540,162.000,9.300,-0.520,13.750,-0.140,-0.020
1210.000,3.000,7.000,1.760,11.300,40.950,40.290,173.000,6.900,-0.660,12.040,-0.540,-0.310
3244.000,2.000,7.000,1.700,11.100,39.230,37.580,163.000,11.700,-1.650,16.230,-0.890,-0.190
2508.000,3.000,6.355,2.010,13.900,40.970,40.660,192.000,7.100,-0.310,9.970,-0.220,-0.120
3987.000,3.000,6.000,1.930,11.200,38.470,36.560,365.000,11.400,-1.910,9.830,-0.650,-0.030
41.000,2.042,7.000,1.970,12.500,39.390,37.880,195.000,21.500,-1.510,13.650,-0.600,-0.020
2920.000,3.000,6.000,2.000,9.400,41.120,39.670,1105.000,5.800,-1.450,15.100,-0.390,-0.120
1495.000,3.000,7.000,1.980,11.400,39.930,35.960,639.000,12.000,-3.970,14.080,-0.400,-0.290
12.000,3.000,7.000,1.900,14.600,40.550,40.060,182.000,7.700,-0.490,8.800,-0.260,-0.080
1007.000,3.000,7.000,1.970,12.300,40.690,40.250,194.000,7.600,-0.440,10.660,-0.120,-0.040
9744.000,2.000,7.163,2.000,11.500,40.530,39.230,181.000,10.800,-1.300,9.950,-0.260,-0.050
972.000,2.583,7.000,2.520,8.800,32.940,28.010,931.000,22.700,-4.930,14.160,-0.160,-0.040
2092.000,2.487,7.000,1.880,13.000,41.670,40.810,185.000,10.500,-0.860,9.250,-0.340,-0.210
1432.000,2.670,7.000,2.200,9.900,34.970,28.230,681.000,15.500,-6.740,16.670,-0.110,0.080
1530.000,2.000,7.000,2.190,8.700,34.250,31.170,512.000,8.500,-3.080,12.470,-0.410,-0.120
1359.000,3.000,7.000,2.200,9.800,35.170,31.340,598.000,10.900,-3.830,13.000,-0.830,-0.140
2580.000,2.835,7.000,2.240,10.300,36.690,34.150,411.000,13.700,-2.540,13.050,-0.790,0.000
154.000,2.000,6.000,2.490,8.900,34.350,31.300,666.000,7.400,-3.050,14.020,-0.110,0.010
1568.000,2.000,7.000,2.030,10.400,37.800,35.040,608.000,12.000,-2.760,15.520,-0.400,-0.040
1272.000,3.000,5.721,2.200,8.700,35.910,30.500,841.000,7.300,-5.410,12.290,-0.010,0.010
2716.000,3.000,7.000,1.940,9.700,38.190,35.520,398.000,16.400,-2.670,12.620,-0.110,-0.070
649.000,2.000,6.000,1.960,9.800,41.840,40.420,1079.000,5.900,-1.420,10.730,-0.090,-0.050
1109.000,3.000,6.000,2.020,10.500,41.190,37.580,1155.000,6.400,-3.610,10.160,-0.040,0.010
1108.000,2.823,7.000,2.120,9.400,33.960,29.400,868.000,14.000,-4.560,14.830,-0.240,-0.070
2617.000,3.000,6.000,1.920,11.000,39.580,39.010,189.000,6.400,-0.570,8.360,-0.530,-0.140
1463.000,3.000,7.000,2.070,11.900,41.180,40.620,173.000,7.300,-0.560,11.110,-0.520,-0.140
2625.000,3.000,6.000,1.850,12.300,41.340,40.670,176.000,5.500,-0.670,10.650,-0.370,-0.020
1312.000,2.640,7.000,2.080,11.400,41.430,38.990,252.000,13.000,-2.440,15.320,-0.340,-0.060
5543.000,2.800,6.780,2.380,9.400,37.170,33.950,607.000,13.500,-3.220,15.730,-0.420,-0.030
1340.000,2.710,7.000,1.980,11.300,40.750,40.260,150.000,7.400,-0.490,13.400,-0.110,-0.020
1415.000,2.560,6.000,2.030,11.600,39.760,36.830,313.000,12.200,-2.930,14.400,-0.530,-0.040
2701.000,2.650,6.430,2.010,10.400,40.550,39.650,332.000,11.400,-0.900,12.160,-0.110,-0.040
1310.000,2.670,7.000,2.050,9.700,38.270,36.480,291.000,11.700,-1.790,13.300,-0.710,-0.060
2553.000,2.730,7.000,2.110,10.200,38.480,35.870,390.000,12.200,-2.610,13.460,-0.830,-0.250
1796.000,2.690,7.000,2.210,9.600,35.720,33.440,362.000,9.800,-2.280,11.370,-0.620,-0.040
1442.000,3.000,5.000,2.000,10.500,41.160,39.900,1317.000,5.100,-1.260,12.940,-0.080,0.000
1427.000,2.560,6.000,1.990,8.700,39.920,37.600,1161.000,6.100,-2.320,11.760,0.000,0.020
16121.000,2.900,7.000,2.140,9.800,35.930,33.640,474.000,8.200,-2.290,10.890,-0.150,-0.080
8442.000,3.000,6.000,2.080,9.200,38.540,36.860,326.000,11.800,-1.680,11.270,-0.200,-0.050
1151.000,3.000,7.000,2.260,9.000,34.100,30.460,804.000,18.700,-3.640,13.830,-0.220,0.030
95.000,2.000,6.000,2.070,11.900,40.050,36.730,1109.000,6.800,-3.320,12.090,-0.170,-0.020
1537.000,2.000,7.000,2.010,10.100,41.230,40.200,259.000,13.000,-1.030,12.570,-0.840,-0.270
913.000,2.000,7.000,1.980,12.700,39.370,36.880,264.000,12.800,-2.490,11.850,-0.410,-0.230
4242.000,3.000,7.000,2.100,10.500,38.450,35.890,456.000,13.300,-2.560,16.360,-0.070,0.000
1732.000,2.000,7.000,2.030,11.200,35.930,31.930,504.000,9.000,-4.000,16.110,-0.080,0.070
398.000,2.000,6.000,2.140,8.300,33.780,29.130,994.000,7.500,-4.650,11.270,-0.020,0.040
2663.000,3.000,7.000,1.880,12.600,40.820,40.360,157.000,6.200,-0.460,10.710,-0.320,-0.300
1367.000,2.000,6.000,2.160,9.100,39.780,38.150,1190.000,6.700,-1.630,13.800,0.000,0.020
6968.000,3.000,7.000,2.030,13.300,41.060,40.250,161.000,13.100,-0.810,12.930,-0.240,-0.140
1277.000,3.000,7.000,2.100,10.800,41.230,40.890,182.000,7.300,-0.340,12.730,-0.180,-0.010
1871.000,3.000,6.000,2.250,10.200,37.600,34.510,495.000,11.500,-3.090,14.500,-0.120,-0.050
1486.000,3.000,6.000,2.110,9.000,38.080,35.810,1114.000,8.200,-2.270,11.860,-0.460,-0.040
867.000,3.000,6.000,1.940,11.300,41.420,40.810,194.000,6.300,-0.610,14.100,-0.470,-0.110
5491.000,2.000,7.000,1.890,10.600,39.240,35.650,265.000,16.200,-3.590,15.360,-0.600,0.020
6687.000,2.476,7.000,1.960,10.100,35.730,30.020,305.000,17.100,-5.710,16.650,-0.650,-0.070
1312.000,2.000,6.000,2.020,12.300,41.430,40.070,174.000,7.300,-1.360,13.120,-0.110,0.010
1162.000,2.000,7.000,1.980,11.600,39.660,37.940,185.000,13.900,-1.720,14.600,-0.440,-0.100
1237.000,2.430,6.779,2.040,12.100,41.770,41.070,166.000,8.900,-0.700,13.310,-0.680,-0.020
4772.000,2.738,7.000,1.990,12.400,42.200,41.550,183.000,9.600,-0.650,11.230,-0.800,-0.050
2847.000,2.000,7.000,2.030,11.600,39.750,38.570,194.000,11.100,-1.180,13.050,-0.110,-0.010
4503.000,3.000,7.000,1.890,10.100,36.760,33.240,531.000,14.500,-3.520,12.420,-1.220,-0.320
1442.000,2.000,6.000,2.020,10.700,41.200,39.500,1254.000,5.900,-1.700,11.560,-0.300,0.020
1525.000,3.000,6.000,2.250,9.300,37.460,34.740,402.000,11.500,-2.720,11.380,-0.250,-0.070
1449.000,2.800,6.000,2.070,11.400,40.320,38.160,1155.000,7.100,-2.160,10.700,-0.210,-0.020
1717.000,3.000,7.000,1.950,11.900,40.630,40.080,186.000,9.200,-0.550,10.480,-0.480,-0.240
1966.000,3.000,7.000,2.130,11.300,38.820,37.030,400.000,11.700,-1.790,11.090,-0.740,-0.020
2487.000,3.000,6.976,2.390,8.600,31.720,26.280,756.000,8.900,-5.440,12.240,-0.070,0.010
1557.000,2.000,6.000,2.020,11.600,41.110,39.400,1017.000,5.100,-1.710,12.060,-0.020,0.040
856.000,3.000,7.000,2.120,9.900,37.540,33.960,600.000,12.300,-3.580,13.270,-0.050,0.000
3296.000,3.000,7.000,1.970,10.000,40.120,38.910,285.000,12.400,-1.210,10.580,-0.080,-0.060
1408.000,2.000,7.000,2.060,8.800,35.380,31.240,380.000,10.800,-4.140,10.240,-0.930,-0.080
3008.000,2.000,6.000,2.060,9.800,35.300,31.870,745.000,8.700,-3.430,13.470,-0.130,-0.050
1027.000,3.000,7.000,2.120,10.300,36.140,34.910,520.000,8.800,-1.230,9.710,-0.020,0.000
1774.000,3.000,6.000,2.030,11.000,41.630,40.690,1021.000,4.800,-0.940,10.810,-0.040,0.000
11198.000,3.000,7.000,1.990,11.300,40.460,39.980,180.000,11.300,-0.480,8.540,-0.090,-0.030
8415.000,2.000,6.000,2.130,8.700,35.770,29.190,532.000,11.300,-6.580,15.530,-0.300,-0.010
1704.000,2.611,7.000,2.040,11.300,39.330,37.400,266.000,13.100,-1.930,10.930,-0.350,-0.070
1520.000,2.826,6.000,2.030,11.500,40.800,40.060,199.000,5.700,-0.740,9.750,-0.140,-0.010
989.000,3.000,7.000,2.380,8.600,37.230,31.580,836.000,9.600,-5.650,9.660,-0.640,-0.240
4721.000,3.000,7.000,2.040,12.800,41.030,40.210,142.000,11.900,-0.820,14.460,-0.260,-0.020
2749.000,3.000,6.000,1.830,10.000,40.400,38.860,188.000,8.800,-1.540,13.350,-0.880,-0.150
2709.000,2.000,6.000,2.120,9.100,35.440,33.170,575.000,10.600,-2.270,12.420,-0.090,0.010
48.000,2.000,7.000,1.700,7.900,35.270,34.320,599.000,9.700,-0.950,10.570,-0.160,-0.010
158.000,3.000,6.000,1.950,9.000,41.270,39.200,1056.000,6.200,-2.070,10.380,-0.010,0.010
5909.000,2.000,6.000,2.050,9.900,40.060,37.900,1046.000,5.200,-2.160,9.110,-0.080,-0.020
1717.000,2.532,7.000,1.940,11.700,41.500,40.890,180.000,9.700,-0.610,10.350,-0.860,-0.030
3281.000,3.000,6.724,2.040,9.100,37.900,34.250,508.000,11.700,-3.650,12.890,-0.020,-0.020
4100.000,3.000,6.450,2.000,11.100,38.970,36.230,446.000,12.500,-2.740,11.840,-0.220,-0.110
1095.000,3.000,7.000,2.070,10.700,38.790,35.950,360.000,14.200,-2.840,13.320,-0.180,-0.020
1494.000,3.000,7.000,2.000,9.100,33.710,29.840,497.000,9.900,-3.870,12.450,-0.010,-0.030
3394.000,3.000,7.000,2.060,10.700,40.630,39.870,243.000,13.000,-0.760,14.070,-0.360,-0.040
1429.000,3.000,7.000,2.180,10.200,37.950,34.230,277.000,14.400,-3.720,14.150,-0.610,-0.340
1794.000,3.000,7.000,2.110,10.300,37.980,35.000,359.000,12.600,-2.980,14.000,-0.270,-0.140
1620.000,3.000,7.000,2.310,10.000,34.220,30.900,491.000,8.400,-3.320,11.360,-0.700,0.020
4399.000,2.593,7.083,2.160,8.800,33.560,29.330,497.000,14.500,-4.230,13.960,-0.100,-0.010
2045.000,3.000,7.000,1.920,10.400,35.970,33.110,422.000,14.500,-2.860,13.350,-0.060,0.000
948.000,3.000,7.000,2.050,10.200,39.880,37.920,428.000,14.600,-1.960,13.650,-0.610,0.000
5927.000,2.664,7.000,2.370,10.600,36.020,31.000,805.000,9.700,-5.020,12.420,-0.050,0.220
1540.000,3.000,7.000,1.810,11.700,40.740,40.110,196.000,9.100,-0.630,13.150,-0.140,-0.100
2096.000,2.000,6.000,2.220,9.100,37.240,35.470,701.000,11.700,-1.770,12.430,-0.570,0.010
1409.000,2.000,7.000,1.900,10.700,38.910,35.790,259.000,19.700,-3.120,10.970,-1.170,-0.140
580.000,3.000,6.000,2.040,10.400,41.060,40.920,1295.000,5.400,-0.140,9.740,-0.060,0.000
8809.000,3.000,6.000,1.990,11.100,39.800,38.540,184.000,7.100,-1.260,11.180,-0.550,-0.060
732.000,3.000,7.000,1.840,9.700,37.520,34.820,336.000,15.200,-2.700,14.120,-0.210,-0.040
2993.000,3.000,7.000,2.000,10.600,39.710,38.830,434.000,11.600,-0.880,12.930,-0.060,-0.010
1559.000,3.000,7.000,1.670,12.400,40.670,40.270,169.000,6.300,-0.400,13.080,-0.370,-0.250
1053.000,3.000,7.000,2.140,10.700,38.700,36.630,360.000,13.700,-2.070,10.800,-0.990,-0.340
1319.000,3.000,5.984,2.210,9.100,36.650,33.080,771.000,11.800,-3.570,14.660,-0.270,0.010
6676.000,2.000,5.000,2.130,9.000,38.460,36.110,1233.000,6.000,-2.350,9.710,-0.060,0.030
5630.000,2.000,6.000,2.210,9.200,37.830,34.890,531.000,13.000,-2.940,11.680,-0.180,0.000
1037.000,2.978,7.000,2.070,12.800,39.580,38.050,203.000,11.400,-1.530,12.890,-0.290,-0.100
8708.000,2.664,7.000,2.210,9.700,35.050,30.630,378.000,16.200,-4.420,14.180,-0.560,-0.070
1584.000,2.570,6.000,2.120,9.100,36.280,33.920,586.000,11.400,-2.360,12.180,0.010,0.030
1446.000,3.000,7.000,1.800,8.400,35.380,33.220,526.000,11.000,-2.160,8.500,-0.170,-0.060
1215.000,2.610,7.000,2.030,11.100,40.630,38.550,174.000,11.900,-2.080,13.200,-0.710,-0.040
156.000,2.599,7.000,2.090,9.700,38.530,36.780,378.000,12.100,-1.750,13.260,-0.740,-0.390
73.000,2.000,7.000,1.760,13.400,41.020,40.800,168.000,8.800,-0.220,12.910,-0.660,-0.100
1471.000,3.000,6.000,2.040,10.800,41.500,40.310,1036.000,5.800,-1.190,12.030,-0.140,-0.050
894.000,2.485,7.000,1.710,11.200,41.020,40.720,153.000,7.800,-0.300,10.730,-0.290,-0.080
4752.000,2.404,6.000,2.030,10.000,41.980,40.690,1069.000,4.700,-1.290,11.450,-0.250,-0.060
1731.000,3.000,6.565,2.010,10.400,38.990,37.280,389.000,12.500,-1.710,14.570,-0.070,-0.010
1400.000,3.000,6.000,2.110,9.700,38.180,35.470,523.000,11.400,-2.710,13.570,-0.130,-0.020
1149.000,2.000,7.000,2.180,10.600,36.780,33.200,314.000,19.300,-3.580,14.330,-0.150,-0.030
1626.000,2.000,7.000,1.790,10.200,39.730,38.230,227.000,14.700,-1.500,13.400,-0.490,-0.120
1760.000,2.000,6.000,1.780,9.700,37.880,34.440,447.000,12.000,-3.440,13.630,-0.340,-0.020
2455.000,2.000,7.000,2.060,11.200,38.780,34.640,427.000,11.800,-4.140,13.930,-0.100,0.010
2907.000,3.000,7.000,1.940,10.700,39.610,36.960,423.000,14.800,-2.650,13.980,-0.480,-0.230
1266.000,3.000,7.000,2.260,10.500,35.500,32.920,424.000,19.300,-2.580,13.330,0.000,0.040
1281.000,3.000,7.000,2.150,10.700,38.620,36.780,367.000,13.300,-1.840,11.190,0.000,0.000
1791.000,2.000,7.000,3.570,13.200,39.610,40.050,327.000,6.400,0.440,10.590,-0.190,-0.020
4001.000,2.000,7.000,2.150,10.500,37.960,35.640,419.000,13.200,-2.320,10.540,-0.350,-0.010
1114.000,2.000,6.000,2.160,8.400,34.680,29.520,875.000,6.800,-5.160,10.850,-0.180,0.080
6009.000,3.000,6.000,2.020,11.300,41.400,39.200,1014.000,5.000,-2.200,12.390,-0.080,0.030
1470.000,2.000,7.000,1.900,14.400,41.310,40.440,152.000,10.700,-0.870,12.280,-0.680,-0.190
146.000,3.000,5.987,2.010,8.700,40.360,38.150,1017.000,6.300,-2.210,11.620,-0.110,-0.040
703.000,3.059,7.000,1.900,9.500,35.750,33.190,399.000,11.100,-2.560,10.390,-0.180,-0.110
1597.000,3.000,5.633,1.960,9.500,40.900,39.970,1007.000,7.000,-0.930,13.110,-0.290,-0.130
585.000,3.000,7.000,2.020,12.400,41.150,40.600,162.000,7.600,-0.550,10.790,-0.260,0.020
1585.000,3.000,6.000,1.750,8.100,33.460,32.910,579.000,6.700,-0.550,8.960,-0.030,-0.170
1715.000,2.000,6.000,1.930,12.500,40.040,39.540,185.000,6.900,-0.500,11.260,-0.200,-0.120
1648.000,3.000,7.000,2.060,9.700,36.870,33.170,366.000,14.400,-3.700,12.810,-0.940,-0.040
2763.000,3.000,7.231,1.980,11.600,40.010,39.770,157.000,9.200,-0.240,10.150,-0.340,-0.110
4064.000,2.642,7.000,2.110,9.200,36.270,34.110,432.000,7.500,-2.160,12.880,-0.420,-0.020
1252.000,3.000,6.000,1.970,11.600,40.840,40.340,189.000,6.000,-0.500,10.510,-0.540,-0.020
1384.000,2.701,7.000,2.100,10.300,41.860,38.230,309.000,11.500,-3.630,13.580,-0.220,-0.040
80.000,2.000,7.000,1.970,13.000,40.800,40.170,186.000,9.100,-0.630,11.770,-0.350,-0.030
942.000,2.596,6.000,2.210,9.800,34.400,31.840,652.000,5.900,-2.560,11.730,-0.250,0.000
8573.000,2.010,6.000,2.050,10.200,40.110,35.980,511.000,12.000,-4.130,14.800,-0.250,0.030
3415.000,3.000,7.000,1.740,13.300,40.920,40.610,92.000,10.800,-0.310,8.420,-0.450,-0.050
3015.000,3.000,7.000,2.020,9.000,36.180,32.410,426.000,11.400,-3.770,10.770,-0.070,-0.030
1413.000,2.000,6.000,2.170,9.300,36.230,31.480,644.000,11.700,-4.750,13.660,-0.120,0.010
2457.000,3.000,6.412,3.140,12.800,41.300,41.710,346.000,5.500,0.410,14.520,-0.110,0.050
1146.000,3.000,5.000,2.050,9.600,41.190,40.560,1300.000,4.800,-0.630,13.190,-0.250,-0.040
1851.000,3.000,6.000,2.330,10.600,35.580,31.330,466.000,11.500,-4.250,12.860,-0.150,0.020
5321.000,3.000,7.000,2.270,10.700,37.450,34.100,497.000,13.200,-3.350,13.110,-0.110,0.000
